학과,과목번호,과목명,학점,권장학년,수강신청 참조사항,과목 설명
신문방송학과,JAS3016,광고문화비평,3.0,"[1, 2, 3, 4]",,
신문방송학과,JAS3017,AI 활용 광고와 디자인 기획,3.0,"[2, 3, 4]",,구)JAS3015
신문방송학과,JAS3018,전공진로설계Ⅰ,,"[2, 3, 4]",,
신문방송학과,JAS3019,게임과 문화,3.0,"[1, 2, 3, 4]",,
신문방송학과,JAS3020,크리에이티비티와 미디어컨텐츠,3.0,"[1, 2, 3, 4]",,
신문방송학과,JAS4003,미디어문화사,3.0,"[3, 4]",,구 커뮤니케이션문화사(교과목명 변경)/미디어문화연구의이론및실제(COM3112)의 대체과목
신문방송학과,JAS4004,커뮤니케이션테크놀로지와비판이론,3.0,"[2, 3, 4]",,
신문방송학과,JAS4006,광고커뮤니케이션과소비자심리분석,3.0,"[1, 2, 3, 4]",,구) COM3204
신문방송학과,JAS4007,미디어와위기커뮤니케이션,3.0,"[3, 4]",,구) COM3216
신문방송학과,JAS4008,창의력과 미디어 콘텐츠,3.0,"[3, 4]",,구)영상문화세미나
신문방송학과,JAS4009,공공외교와글로벌전략커뮤니케이션,3.0,"[2, 3, 4]",,
신문방송학과,JAS4011,마케팅커뮤니케이션과시장읽기,3.0,"[3, 4]",,
신문방송학과,JAS4012,스타트업 전략 커뮤니케이션,3.0,"[3, 4]",,(구)벤처마케팅커뮤니케이션
신문방송학과,JAS4013,미디어콘텐츠포맷론:Youtube이론및실습,3.0,"[3, 4]",,구)COM3127/미디어편집의이해와실제(COM3124)의 대체과목
신문방송학과,JAS4014,데이터마이닝,3.0,"[3, 4]",,구) COM3125 / 구 신문제작실습(과목명변경)
신문방송학과,JAS4016,IMC캠페인실습,3.0,"[3, 4]",,구) COM3212/광고홍보 현장실습(COM3290)의 대체과목/광고PR현장실습(COM3219)의 대체과목
신문방송학과,JAS4017,전략커뮤니케이션기획실습(캡스톤디자인),3.0,"[3, 4]",,구) COM3215/전략적커뮤니케이션기획및실무캡스톤디자인(COM3222)
신문방송학과,JAS4019,한국언론사,3.0,[2],,
신문방송학과,JAS4021,정치커뮤니케이션,3.0,"[2, 3, 4]",,"구)COM3107,구 대중매체와민주주의"
신문방송학과,JAS4024,매스컴연구,3.0,[3],,구)매스컴연구(기획탐사보도실습)
신문방송학과,JAS4030,마케팅PR,3.0,"[2, 3, 4]",,구)COM3207
신문방송학과,JAS4031,사내커뮤니케이션,3.0,"[3, 4]",,구)COM3217
신문방송학과,JAS4032,소셜미디어와글로벌소비자행동,3.0,"[2, 3, 4]",,
신문방송학과,JAS4033,심층기획취재와뉴스제작,3.0,"[2, 3, 4]",,
신문방송학과,JAS4034,방송 저널리즘,3.0,"[2, 3, 4]",,구)영상저널리즘
신문방송학과,JAS4035,국제뉴스실습(캡스톤디자인),3.0,"[3, 4]",,
신문방송학과,JAS4036,나노디그리심화워크숍(데이터기반비즈니스창업),,"[1, 2, 3, 4]",,
신문방송학과,JAS4037,북한과 미디어,3.0,"[1, 2, 3, 4]",,
신문방송학과,JAS4038,저널리즘 윤리(캡스톤디자인),3.0,"[1, 2, 3, 4]",,
신문방송학과,JAS4039,공익광고 기획 및 제작,3.0,"[1, 2, 3, 4]",,
신문방송학과,JAS4041,한국 현대사회와 언론보도,3.0,"[1, 2, 3, 4]",,
신문방송학과,JAS4042,젠더와 미디어,3.0,"[1, 2, 3, 4]",,
신문방송학과,JAS4590,인턴십(계절),3.0,"[3, 4]",,"구)언론정보현장실습, S/U과목"
신문방송학과,JASG203,미디어와 데이터 사이언스,3.0,"[3, 4]",,
신문방송학과,JASG204,소셜미디어와 글로벌소비자행동,3.0,"[1, 2, 3, 4]",,구)JAS4032
일본문화전공,JPN2001,중급일본어I,3.0,"[1, 2, 3, 4]",,
일본문화전공,JPN2002,중급일본어II,3.0,"[1, 2, 3, 4]",,
일본문화전공,JPN2003,미디어일본어,3.0,"[1, 2, 3, 4]",,
일본문화전공,JPN2004,초급 일본어 회화,3.0,"[1, 2, 3, 4]",,구)일본어회화
일본문화전공,JPN2005,일본어작문,3.0,"[1, 2, 3, 4]",,
일본문화전공,JPN2007,시사일본어,3.0,"[1, 2, 3, 4]",,
일본문화전공,JPN2008,일본문학의이해,3.0,"[1, 2, 3, 4]",,
일본문화전공,JPN2009,일본문화의이해,3.0,"[1, 2, 3, 4]",,
일본문화전공,JPN2010,일본학개론,3.0,"[1, 2, 3, 4]",,
일본문화전공,JPN2011,일본소설강독,3.0,"[1, 2, 3, 4]",,
일본문화전공,JPN2012,영화를통한일본이해,3.0,"[1, 2, 3, 4]",,
일본문화전공,JPN2013,일본문화특강I,3.0,"[1, 2, 3, 4]",,
일본문화전공,JPN2017,중급 일본어 회화,3.0,"[1, 2, 3, 4]",,
일본문화전공,JPN3001,일본사회의이해,3.0,"[1, 2, 3, 4]",,
일본문화전공,JPN3002,일본의법과사회,3.0,"[1, 2, 3, 4]",,
일본문화전공,JPN4005,일본문학특강,3.0,"[2, 3, 4]",,
일본문화전공,JPN4011,일본사회특강,3.0,"[2, 3, 4]",,
전인교육원,KCS1001,한국사회와 한국어,3.0,[1],,"구)한국문화의이해,구)한국문화의이해와체험"
전인교육원,KCS1002,대학생활과 한국어,3.0,[1],,"구)대학생활과학문의탐색,구)한국문화의이해와탐색"
한국발전과국제개발협력연계전공,KIC3004,국제개발협력과NGO,3.0,"[2, 3, 4]",,
한국발전과국제개발협력연계전공,KIC3005,국제개발협력의주요의제,3.0,"[2, 3, 4]",,
전인교육원,KLC1001,한국어 의사소통Ⅰ,3.0,"[1, 2, 3, 4]",,구) COR1014
전인교육원,KLC1002,한국어 의사소통Ⅱ,3.0,"[1, 2, 3, 4]",,구) KSC3002
전인교육원,KLC1003,학문공동체의 탐색Ⅰ,3.0,"[1, 2, 3, 4]",,구) KSC2001
전인교육원,KLC1004,학문공동체의 탐색Ⅱ,3.0,"[1, 2, 3, 4]",,구) KSC3001
전인교육원,KLC1005,K-Culture 프로젝트Ⅰ,2.0,"[1, 2, 3, 4]",,
전인교육원,KLC1006,K-Culture 프로젝트Ⅱ,2.0,"[1, 2, 3, 4]",,
전인교육원,KLC1007,글로벌상호멘토링Ⅰ,1.0,"[1, 2, 3, 4]",,
전인교육원,KLC1009,국제 학생을 위한 진로와 취업(캡스톤디자인),3.0,"[1, 2, 3, 4]",,구)국제 학생을 위한 진로와 취업
전인교육원,KLC1010,비즈니스 한국어,3.0,"[1, 2, 3, 4]",,
전인교육원,KLC1014,미디어와 한국어 기초,3.0,"[1, 2, 3, 4]",,구) KSC3004
전인교육원,KLC1015,미디어와 한국어 연습,3.0,"[1, 2, 3, 4]",,구) KSC4002
전인교육원,KLC1016,한국어 독서와 토론,3.0,"[1, 2, 3, 4]",,구) KSC4006
전인교육원,KLC1017,한국어 발음 특강,3.0,"[1, 2, 3, 4]",,구) KSC2004
전인교육원,KLC1018,한국어 프레젠테이션 연습,3.0,"[1, 2, 3, 4]",,구) KSC2003
전인교육원,KLC1019,한국어작문연습,3.0,"[1, 2, 3, 4]",,구) KSC2002
전인교육원,KLC1021,학문 목적 한국어 말하기 I,3.0,"[1, 2, 3, 4]",,구)한국사회와 한국어
전인교육원,KLC1022,학문 목적 한국어 말하기 I(고급),3.0,"[1, 2, 3, 4]",,구)한국사회와 한국어
전인교육원,KLC1025,학문 목적 한국어 글쓰기 I,3.0,"[1, 2, 3, 4]",,구)한국어의사소통Ⅰ
전인교육원,KLC1026,학문 목적 한국어 글쓰기 I(고급),3.0,"[1, 2, 3, 4]",,구)한국어의사소통Ⅰ
전인교육원,KLC1027,학문 목적 한국어 글쓰기 II,3.0,"[1, 2, 3, 4]",,구)대학생활과 한국어
국어국문학과,KOR2001,국어학입문,3.0,"[1, 2]",,
국어국문학과,KOR2200,국문학개설,3.0,"[1, 2]",,
국어국문학과,KOR2201,문학이란무엇인가,3.0,"[1, 2]",,
국어국문학과,KOR3002,국어음운론,3.0,"[2, 3, 4]",,구)국어의음운체계
국어국문학과,KOR3003,국어의문장구조,3.0,"[2, 3, 4]",,
국어국문학과,KOR3004,국어형태론,3.0,"[2, 3, 4]",,
국어국문학과,KOR3005,국어의미론,3.0,"[2, 3, 4]",,
국어국문학과,KOR3006,국어방언론,3.0,"[2, 3, 4]",,
국어국문학과,KOR3007,국어담화화용론,3.0,"[2, 3, 4]",,구)텍스트언어학
국어국문학과,KOR3010,중세국어강독,3.0,"[2, 3, 4]",,
국어국문학과,KOR3015,국어사,3.0,"[2, 3, 4]",,
국어국문학과,KOR3201,한문I,3.0,"[2, 3, 4]",,
국어국문학과,KOR3203,구비문학론,3.0,"[2, 3, 4]",,구)구술문학론
국어국문학과,KOR3204,국문학과전통문화,3.0,"[2, 3, 4]",,
국어국문학과,KOR3205,문장과수사,3.0,"[2, 3, 4]",,
국어국문학과,KOR3208,문학과문화,3.0,"[2, 3, 4]",,
국어국문학과,KOR3212,국문학과세계문학,3.0,"[2, 3, 4]",,
국어국문학과,KOR3213,문학과 융합적 상상력,3.0,"[2, 3, 4]",,(구)기호학
국어국문학과,KOR3214,전공진로설계Ⅰ,,"[2, 3, 4]",,
국어국문학과,KOR3300,고전문학사,3.0,"[2, 3, 4]",,
국어국문학과,KOR3301,고전시텍스트읽기,3.0,"[2, 3, 4]",,
국어국문학과,KOR3302,고전소설텍스트읽기,3.0,"[2, 3, 4]",,
국어국문학과,KOR3303,고전수필론,3.0,"[2, 3, 4]",,
국어국문학과,KOR3304,한문과한문학,3.0,"[2, 3, 4]",,
국어국문학과,KOR3305,고전시가론,3.0,"[2, 3, 4]",,구)향가와고려시가
국어국문학과,KOR3307,고전소설론,3.0,"[2, 3, 4]",,
국어국문학과,KOR3309,한문학강독,3.0,"[2, 3, 4]",,
국어국문학과,KOR3315,설화 문학의 이해,3.0,"[2, 3, 4]",,"구)신화론, 설화텍스트읽기"
국어국문학과,KOR3401,현대시텍스트읽기I,3.0,"[2, 3, 4]",,
국어국문학과,KOR3402,현대소설텍스트읽기I,3.0,"[2, 3, 4]",,
국어국문학과,KOR3405,현대시텍스트읽기II,3.0,"[2, 3, 4]",,
국어국문학과,KOR3406,현대소설텍스트읽기II,3.0,"[2, 3, 4]",,
국어국문학과,KOR3409,현대소설론,3.0,"[2, 3, 4]",,
국어국문학과,KOR3413,영상문학론,3.0,"[2, 3, 4]",,
국어국문학과,KOR3417,문학으로 바라본 현대사회,3.0,"[2, 3, 4]",,
국어국문학과,KOR4001,국어학연습,3.0,"[3, 4]",,
국어국문학과,KOR4002,외국어로서의한국어교육,3.0,"[3, 4]",,"구 KOR4202, 외국어로서의한국어교육연습"
국어국문학과,KOR4300,고전문학연습,3.0,"[3, 4]",,
국어국문학과,KOR4400,현대문학연습,3.0,"[3, 4]",,
국어국문학과,KOR4501,언어와컴퓨터,3.0,"[3, 4]",,
국어국문학과,KOR4503,디지털인문학강독,3.0,"[3, 4]",,(구)독서와논술
국어국문학과,KOR4504,문학과문화콘텐츠,3.0,"[3, 4]",,
국어국문학과,KOR4506,출판문화기획(캡스톤디자인),3.0,"[3, 4]",,(구)출판의이론과실제 (구)출판인턴십
국어국문학과,KOR4508,한국어전산언어학,3.0,"[2, 3, 4]",,
국어국문학과,KORG002,국어학자료연구,3.0,"[3, 4]",,
국어국문학과,KORG021,현대문학연구방법론,3.0,"[3, 4]",,
국어국문학과,KORQ981,국어교과교육론,3.0,"[3, 4]",,교직이수자만 전공학점으로 인정
국어국문학과,KORQ982,국어교과논리및논술,3.0,"[2, 3, 4]",,교직이수자만 전공학점으로 인정
국어국문학과,KORQ983,국어교과교재연구및지도법,3.0,"[2, 3, 4]",,교직이수자만 전공학점으로 인정
한국사회문화연계전공,KSC1001,대학생활을위한학문적읽기,3.0,"[1, 2, 3, 4]",,
한국사회문화연계전공,KSC1002,대학생활을위한비판적쓰기,3.0,"[1, 2, 3, 4]",,
한국사회문화연계전공,KSC1003,대학생활을위한전략적듣기,3.0,"[1, 2, 3, 4]",,
한국사회문화연계전공,KSC1004,대학생활을위한논리적말하기,3.0,"[1, 2, 3, 4]",,
한국사회문화연계전공,KSC2001,한국문화이해를위한학문적읽기,3.0,"[1, 2, 3, 4]",,
한국사회문화연계전공,KSC2002,한국문화이해를위한비판적쓰기,3.0,"[1, 2, 3, 4]",,
한국사회문화연계전공,KSC2003,한국문화이해를위한전략적듣기,3.0,"[1, 2, 3, 4]",,
한국사회문화연계전공,KSC2004,한국문화이해를위한논리적말하기,3.0,"[1, 2, 3, 4]",,
한국사회문화연계전공,KSC3001,한국사회이해를위한학문적읽기,3.0,"[1, 2, 3, 4]",,
한국사회문화연계전공,KSC3002,한국사회이해를위한비판적쓰기,3.0,"[1, 2, 3, 4]",,
한국사회문화연계전공,KSC3003,한국사회이해를위한전략적듣기,3.0,"[1, 2, 3, 4]",,
한국사회문화연계전공,KSC3004,한국사회이해를위한논리적말하기,3.0,"[1, 2, 3, 4]",,
한국사회문화연계전공,KSC4001,한국대중문화의이해,3.0,"[1, 2, 3, 4]",,
한국사회문화연계전공,KSC4002,영화로이해하는한국,3.0,"[1, 2, 3, 4]",,
한국사회문화연계전공,KSC4003,한류와문화산업,3.0,"[1, 2, 3, 4]",,
한국사회문화연계전공,KSC4004,한국의국제관계,3.0,"[1, 2, 3, 4]",,
한국사회문화연계전공,KSC4005,미디어의변화와한국,3.0,"[1, 2, 3, 4]",,
한국사회문화연계전공,KSC4007,한국사회변동,3.0,"[1, 2, 3, 4]",,
한국사회문화연계전공,KSC4008,한국경제발전론,3.0,"[1, 2, 3, 4]",,
한국사회문화연계전공,KSC4009,한국전통문화의이해,3.0,"[1, 2, 3, 4]",,
한국사회문화연계전공,KSC4010,남북한관계론,3.0,"[1, 2, 3, 4]",,
전인교육원,LAU4003,언어의이해,3.0,"[1, 2, 3, 4]",,
전인교육원,LAU4004,한문의이해,3.0,"[1, 2, 3, 4]",,생활한문과시사한자(LCU4056)의 대체과목
전인교육원,LAU4006,문학과판타지,3.0,"[1, 2, 3, 4]",,
전인교육원,LAU4008,다매체시대의고전읽기,3.0,"[1, 2, 3, 4]",,
전인교육원,LAU4014,한국미술의역사와감상,3.0,"[1, 2, 3, 4]",,
전인교육원,LAU4015,서양미술의역사와감상,3.0,"[1, 2, 3, 4]",,
전인교육원,LAU4021,서양음악의역사와감상,3.0,"[1, 2, 3, 4]",,
전인교육원,LAU4022,대중음악의이해,3.0,"[1, 2, 3, 4]",,구)서양대중음악의이해 구)대중음악의이해
전인교육원,LAU4023,문학예술의심리학,3.0,"[1, 2, 3, 4]",,(구)예술과자아성장
전인교육원,LAU4029,세계음악과문화의이해,3.0,"[1, 2, 3, 4]",,
전인교육원,LAU4032,뮤지컬의이해,3.0,"[1, 2, 3, 4]",,
전인교육원,LAU4036,드로잉-선을통한사고와표현,2.0,"[1, 2, 3, 4]",,S/U평가과목
전인교육원,LAU4037,동양화그리기,2.0,"[1, 2, 3, 4]",,S/U평가과목
전인교육원,LAU4038,동양미술의이해,3.0,"[1, 2, 3, 4]",,
전인교육원,LAU4045,치유서사창작론,3.0,"[1, 2, 3, 4]",,
전인교육원,LAU4047,법과 사회문화,3.0,"[2, 3, 4]",,구)법과문학
전인교육원,LAU4052,아시아의미술과문명,3.0,"[1, 2, 3, 4]",,
전인교육원,LAU4055,"K-Art, Its Cultural Value and Contents",2.0,"[1, 2, 3, 4]",,
전인교육원,LAU4056,"K-Art,from Tradition to Contemporary Art",3.0,"[1, 2, 3, 4]",,
전인교육원,LCS2001,독일언어와문화I,3.0,[1],,
전인교육원,LCS2002,독일언어와문화II,3.0,"[1, 2]",,독일문화기행(LCU4057)의 대체과목으로 독문전공과목은 아님.
전인교육원,LCS2003,프랑스언어와문화I,3.0,[1],,"전분반초급자전용(비초보자:별도시험응시,수강시불이익부과)"
전인교육원,LCS2004,프랑스언어와문화II,3.0,[1],,전분반초급자전용/프랑스문화기행(LCU4048)의 대체과목
전인교육원,LCS2005,중국언어와문화I,3.0,[1],,"원어민,특기자 수강불가(수강 시 불이익부과)"
전인교육원,LCS2006,중국언어와문화II,3.0,[1],,"원어민,특기자 수강불가/중국고대문학산책(LCU4051)의 대체과목/오늘의중국(LCU4049)의 대체과목"
전인교육원,LCS2007,일본언어와문화I,3.0,"[1, 2, 3, 4]",,초급일본어I(LCU4053)의 대체과목
전인교육원,LCS2008,일본언어와문화II,3.0,"[1, 2, 3, 4]",,초급일본어II(LCU4054)의 대체과목
전인교육원,LCU4004,영어쓰기를통한비판적사고,3.0,"[1, 2, 3, 4]",,"구)중급영어작문,모든 계열, 전학년 수강가능"
전인교육원,LCU4005,정보매체를통한영어,3.0,"[2, 3, 4]",,"구)인터넷을통한영어연습,모든 계열, 전학년 수강가능"
전인교육원,LCU4011,고급영어회화,3.0,"[2, 3, 4]",,
전인교육원,LCU4015,영화를통한영어토론,3.0,"[2, 3, 4]",,"구)영화를통한영어연습/영미어문,미국문화1전공자 수강불가"
전인교육원,LCU4018,연극을통한영어연습,3.0,"[2, 3, 4]",,구 드라마를통영어연습
전인교육원,LCU4021,초급라틴어,3.0,"[1, 2, 3, 4]",,
전인교육원,LCU4030,초급스페인어,3.0,"[1, 2, 3, 4]",,
전인교육원,LCU4035,초급러시아어,3.0,"[1, 2, 3, 4]",,
전인교육원,LCU4103,기본영어,3.0,[1],,"구 기본영어III,중핵필수(COR1003)의 수강준비를 위해 필요한 학생 대상"
전인교육원,LCU4104,한국의명시감상,3.0,"[1, 2, 3, 4]",,
전인교육원,LCU4105,초급아랍어,3.0,"[1, 2, 3, 4]",,
전인교육원,LCU4106,현대중동이해,3.0,"[1, 2, 3, 4]",,
전인교육원,LCU4107,튜터링을통한글쓰기능력신장,2.0,"[2, 3, 4]",,성적평가:S/U
전인교육원,LCU4114,중급아랍어,3.0,"[1, 2, 3, 4]",,
전인교육원,LCU4116,한국어읽기,3.0,"[1, 2, 3, 4]",,
전인교육원,LCU4117,한국어말하기,3.0,"[1, 2, 3, 4]",,구) KSC3003
전인교육원,LCU4118,K-pop and Cultural Studies,3.0,"[1, 2, 3, 4]",,국제처 특별수강생 전용 교과목
전인교육원,LCU4119,Korean Language for exchange&visiting s,3.0,"[1, 2, 3, 4]",,국제처 특별수강생 전용 교과목
전인교육원,LCU4120,4차산업혁명시대의 디지털 글쓰기,3.0,"[1, 2, 3, 4]",,성적평가 S/U
전인교육원,LED3015,자기브랜드리더십,3.0,"[1, 2, 3, 4]",,리더십과의사소통(LED3006)의 대체과목
전인교육원,LED3018,예수회글로벌리더십,3.0,"[3, 4]",,구)글로벌리더십체험실습(캡스톤디자인)
전인교육원,LLA1001,Introduction to Korean Culture,3.0,"[1, 2, 3, 4]",,
전인교육원,LLA1002,College Life and Academic Exploration,3.0,"[1, 2, 3, 4]",,
전인교육원,LLA1020,Global History,3.0,"[1, 2, 3, 4]",,
전인교육원,LLA1021,Understanding Euro MENA,3.0,"[1, 2, 3, 4]",,
미디어&엔터테인먼트학과,MAE2001,미디어&엔터테인먼트개론,3.0,[2],"커뮤니케이션대학(가능),스포츠미디어 연계전공(가능),신문방송학과(가능),미디어&엔터테인먼트학과(가능),지식융합미디어학부(가능)",구)COM3401디지털미디어개론
미디어&엔터테인먼트학과,MAE2002,연극과테크놀로지,3.0,[2],"커뮤니케이션대학(가능),신문방송학과(가능),미디어&엔터테인먼트학과(가능),지식융합미디어학부(가능)","구)연극과엔터테인먼트, 구)COM3301"
미디어&엔터테인먼트학과,MAE2003,영상제작(캡스톤디자인),3.0,[3],"커뮤니케이션대학(가능),신문방송학과(가능),미디어&엔터테인먼트학과(가능),지식융합미디어학부(가능)",구) COM3421/영상콘텐츠기획ㆍ제작(COM3420)의 대체과목
미디어&엔터테인먼트학과,MAE3001,매스커뮤니케이션,3.0,"[1, 2]",,구) COM2003
미디어&엔터테인먼트학과,MAE3002,"미디어,인간,사회",3.0,[2],"커뮤니케이션대학(가능),스포츠미디어 연계전공(가능),신문방송학과(가능),미디어&엔터테인먼트학과(가능),지식융합미디어학부(가능)",구) COM3402/소셜미디어와사회이슈(COM3429)의 대체과목
미디어&엔터테인먼트학과,MAE3003,미디어심리학,3.0,"[3, 4]","커뮤니케이션대학(가능),스포츠미디어 연계전공(가능),신문방송학과(가능),미디어&엔터테인먼트학과(가능),지식융합미디어학부(가능)",구 디지털미디어심리학
미디어&엔터테인먼트학과,MAE3004,영화입문,3.0,[2],,
미디어&엔터테인먼트학과,MAE3005,스토리와캐릭터(캡스톤디자인),3.0,"[2, 3, 4]","커뮤니케이션대학(가능),신문방송학과(가능),미디어&엔터테인먼트학과(가능),지식융합미디어학부(가능)",대본창작의기초(COM3315)의 대체과목
미디어&엔터테인먼트학과,MAE3007,드라마의창조적해석(캡스톤디자인),3.0,[2],"커뮤니케이션대학(가능),신문방송학과(가능),미디어&엔터테인먼트학과(가능),지식융합미디어학부(가능)","구) COM3305, 드라마분석론,영화분석의 대체과목)"
미디어&엔터테인먼트학과,MAE3008,미디어엔터테인먼트기획론,3.0,[3],,
미디어&엔터테인먼트학과,MAE3009,미디어엔터테인먼트조직과산업의이해,3.0,"[2, 3, 4]",,디지털미디어인턴십(COM3422)의 대체과목/정보엔터테인먼트산업론(COM3412)의대체과목/창조산업론(COM3406)의 대체과목
미디어&엔터테인먼트학과,MAE3012,세계영화사,3.0,[2],,구) COM3304
미디어&엔터테인먼트학과,MAE3013,Editing Aesthetics,3.0,"[3, 4]","커뮤니케이션대학(가능),신문방송학과(가능),미디어&엔터테인먼트학과(가능),지식융합미디어학부(가능)",
미디어&엔터테인먼트학과,MAE3014,커뮤니케이션학입문,3.0,"[1, 2]","커뮤니케이션대학(가능),스포츠미디어 연계전공(가능),신문방송학과(가능),미디어&엔터테인먼트학과(가능),지식융합미디어학부(가능)",구) COM2001 / 커뮤 전공필수
미디어&엔터테인먼트학과,MAE3016,인간-미디어상호작용의이해,3.0,"[3, 4]","커뮤니케이션대학(가능),신문방송학과(가능),미디어&엔터테인먼트학과(가능),지식융합미디어학부(가능)",
미디어&엔터테인먼트학과,MAE3017,데이터사이언스입문,3.0,"[2, 3, 4]","커뮤니케이션대학,신문방송학과,미디어&엔터테인먼트학과,지식융합미디어학부(가능)",
미디어&엔터테인먼트학과,MAE3018,전공진로설계Ⅰ,,"[2, 3, 4]",,
미디어&엔터테인먼트학과,MAE3019,스크린 연기,3.0,"[2, 3, 4]","커뮤니케이션대학(가능),신문방송학과(가능),미디어&엔터테인먼트학과(가능),지식융합미디어학부(가능)",
미디어&엔터테인먼트학과,MAE4004,설득과미디어,3.0,[2],,
미디어&엔터테인먼트학과,MAE4005,Non-Fiction Filmmaking Workshop,3.0,"[3, 4]",,
미디어&엔터테인먼트학과,MAE4007,Advanced Film Directing : Visualization Workshop,3.0,"[3, 4]","커뮤니케이션대학,신문방송학과,미디어&엔터테인먼트학과,지식융합미디어학부(가능)",
미디어&엔터테인먼트학과,MAE4009,각색워크샵,3.0,[3],,
미디어&엔터테인먼트학과,MAE4010,극작워크샵,3.0,"[3, 4]","커뮤니케이션대학(가능),신문방송학과(가능),미디어&엔터테인먼트학과(가능),지식융합미디어학부(가능)",
미디어&엔터테인먼트학과,MAE4012,초지능사회론,3.0,"[1, 2, 3, 4]","커뮤니케이션대학(가능),스포츠미디어 연계전공(가능),신문방송학과(가능),미디어&엔터테인먼트학과(가능),지식융합미디어학부(가능)",디지털미디어복잡계(COM3408)의 대체과목
미디어&엔터테인먼트학과,MAE4018,단편영화제작워크숍(캡스톤디자인),3.0,"[2, 3, 4]",,단편영화제작(COM3314)의 대체과목
미디어&엔터테인먼트학과,MAE4020,세계연극사,3.0,[3],"커뮤니케이션대학(가능),신문방송학과(가능),미디어&엔터테인먼트학과(가능),지식융합미디어학부(가능)",구)COM3303
미디어&엔터테인먼트학과,MAE4025,공연의기획과경영,3.0,"[3, 4]","커뮤니케이션대학(가능),신문방송학과(가능),미디어&엔터테인먼트학과(가능),지식융합미디어학부(가능)",구)COM3319
미디어&엔터테인먼트학과,MAE4031,디지털방송론,3.0,"[3, 4]","커뮤니케이션대학(가능),신문방송학과(가능),미디어&엔터테인먼트학과(가능),지식융합미디어학부(가능)",구)COM3403
미디어&엔터테인먼트학과,MAE4032,디지털미디어정책론,3.0,"[3, 4]",,구)COM3411
미디어&엔터테인먼트학과,MAE4035,모바일커뮤니케이션,3.0,"[2, 3, 4]",,구)COM3428/텔레커뮤니케이션론(COM3404)의 대체과목
미디어&엔터테인먼트학과,MAE4037,가상현실콘텐츠기획제작,3.0,"[2, 3, 4]","커뮤니케이션대학(가능),신문방송학과(가능),미디어&엔터테인먼트학과(가능),지식융합미디어학부(가능)",구)COM3435
미디어&엔터테인먼트학과,MAE4039,나노디그리심화워크숍(미디어기업전략경영),,"[1, 2, 3, 4]",,
미디어&엔터테인먼트학과,MAE4040,실험연극의 발전(캡스톤디자인),3.0,"[3, 4]",,구)실험연극의 발전
미디어&엔터테인먼트학과,MAE4590,공연영상현장실습(계절),3.0,"[3, 4]",,S/U과목
미디어&엔터테인먼트학과,MAEG401,디지털콘텐츠캡스톤디자인프로젝트(캡스톤디자인),3.0,"[3, 4]",,
미디어&엔터테인먼트학과,MAEG404,디지털미디어데이터분석론(캡스톤디자인),3.0,"[3, 4]",,구)MAE4015
지식융합미디어대학,MAS1001,지식융합미디어입문,1.0,[1],지식융합미디어대학(가능),
지식융합미디어대학,MAS1002,Creativity & Visual Expression,3.0,[1],지식융합미디어대학(가능),
지식융합미디어대학,MAS1003,The art of storytelling,3.0,"[1, 2, 3, 4]",지식융합미디어대학(가능),AAT3012의 대체과목
지식융합미디어대학,MAS1004,Data&AI,3.0,"[2, 3, 4]","지식융합미디어대학(가능),빅데이터사이언스연계전공(가능)","지융미 두번째학기부터 수강가능,선수과목:COR1009또는COR1010"
지식융합미디어대학,MAS1005,Critical Thinking for Social Inquiry,3.0,[1],지식융합미디어대학(가능),
지식융합미디어대학,MAS2001,융합미디어통론,3.0,"[1, 2, 3, 4]",,
지식융합미디어대학,MAS2002,전략커뮤니케이션,3.0,"[1, 2, 3, 4]",,
지식융합미디어대학,MAS2003,한류,3.0,"[1, 2, 3, 4]",,
지식융합미디어대학,MAS2004,인간소통과미디어,3.0,"[1, 2]",,(구)COM2002
지식융합미디어대학,MAS2005,영상제작입문,3.0,"[1, 2, 3, 4]",,구)시각과음향의향연
지식융합미디어대학,MAS2006,공연예술의이해,3.0,"[2, 3, 4]",,구)공연과디지털테크놀로지
지식융합미디어대학,MAS2007,Media Technologies and Arts,3.0,"[1, 2, 3]",,"AAT2001(구,ANT2006)의 대체과목, 2015-2018학번의 경우 전공필수(AAT2001(구,ANT2006))대체 과목"
지식융합미디어대학,MAS2008,Fundamentals of Programming and Problem Solving,3.0,"[2, 3, 4]",,
지식융합미디어대학,MAS2010,Fundamentals of Computer Science for Korean Studies,3.0,"[1, 2, 3, 4]",,구) KOS2206
지식융합미디어대학,MAS2011,Introduction to Visual Media Programming,3.0,"[2, 3, 4]",,
지식융합미디어대학,MAS3001,미디어커뮤니케이션조사론,3.0,"[2, 3, 4]","지식융합대학(가능),스타트업연계전공(가능),지식융합미디어대학(가능)","구)COM2004/커뮤.지융미(신방,미엔) 전공필수/광고PR조사방법론(COM3208)의대체과목"
수학과,MAT1050,미적분학실습I,1.0,[1],,
수학과,MAT1060,미적분학실습II,1.0,[1],,
수학과,MAT2010,집합론,3.0,[2],,
수학과,MAT2110,선형대수학,3.0,[2],,
수학과,MAT2120,정수론,3.0,[2],,
수학과,MAT2210,고등미적분학I,3.0,[2],,
수학과,MAT2220,고등미적분학II,3.0,[2],,
수학과,MAT2230,미분방정식,3.0,[2],,
