학년도,학기,소속,학과,과목번호,분반,과목명,강의계획서,학점,시간,교수진,수강생수,영어강의,중국어강의,승인과목,CU과목,홀짝구분,국제학생,Honors과목,공학인증,시험일자,수강대상,권장학년,수강신청 참조사항,과목 설명,비고,수업일자,요일,시작시간,종료시간,강의실
2024 학년도,1학기,대학,경제학과,ECO2006,02,미시경제학I,조회,3.0,3.0,Iris Haydar Doruk,54,O,,,,,,,,,"[1, 2, 3, 4]",[2],,"선수과목 : ECO2001, ECO2003(또는 STS2005 또는 STS2006)",,,"['수', '금']",15:00,16:15,GN202
2024 학년도,1학기,대학,경제학과,ECO2006,03,미시경제학I,조회,3.0,3.0,왕규호,28,,,,,,,O,,,"[2, 3, 4]",[2],,"선수과목 : ECO2001, ECO2003(또는 STS2005 또는 STS2006)","HONORS CLASS: CGPA3.3이상 & 경제학원론 I,II 경제수리기초, 경제통계학 중 3과목에서 B+이상 선수과목 꼭 확인",,"['화', '목']",10:30,11:45,GN304
2024 학년도,1학기,대학,경제학과,ECO2006,04,미시경제학I,조회,3.0,3.0,김도영,67,O,,,,,,,,,"[1, 2, 3, 4]",[2],,"선수과목 : ECO2001, ECO2003(또는 STS2005 또는 STS2006)",,,"['월', '수']",12:00,13:15,GN102
2024 학년도,1학기,대학,경제학과,ECO2007,01,거시경제학I,조회,3.0,3.0,이윤수,71,O,,,,,,,,,"[1, 2, 3, 4]",[2],,"선수과목:ECO2001,ECO2002,ECO2003(또는 STS2005 또는 STS2006)",,,"['월', '수']",10:30,11:45,GN102
2024 학년도,1학기,대학,경제학과,ECO2007,02,거시경제학I,조회,3.0,3.0,정국모,34,O,,,,,,,,,"[1, 2, 3, 4]",[2],,"선수과목:ECO2001,ECO2002,ECO2003(또는 STS2005 또는 STS2006)",,,"['월', '수']",16:30,17:45,GN203
2024 학년도,1학기,대학,경제학과,ECO2007,03,거시경제학I,조회,3.0,3.0,곽준희,53,,,,,,,,,,"[1, 2, 3, 4]",[2],,"선수과목:ECO2001,ECO2002,ECO2003(또는 STS2005 또는 STS2006)",,,"['수', '금']",15:00,16:15,GN203
2024 학년도,1학기,대학,경제학과,ECO2009,01,계량경제학I,조회,3.0,3.0,이영훈,61,,,,,,,,,,"[2, 3, 4]","[2, 3]",,선수과목:ECO2004(또는 MAT3020 or MGT2002 or MAT2410),,,"['화', '목']",12:00,13:15,GN301
2024 학년도,1학기,대학,경제학과,ECO2009,02,계량경제학I,조회,3.0,3.0,이한식,44,,,,,,,,,,"[2, 3, 4]","[2, 3]",,선수과목:ECO2004(또는 MAT3020 or MGT2002 or MAT2410),,,"['수', '금']",15:00,16:15,GN102
2024 학년도,1학기,대학,경제학과,ECO2009,03,계량경제학I,조회,3.0,3.0,백예인,66,O,,,,,,,,,"[2, 3, 4]","[2, 3]",,선수과목:ECO2004(또는 MAT3020 or MGT2002 or MAT2410),,,"['화', '목']",13:30,14:45,GN301
2024 학년도,1학기,대학,경제학과,ECO2012,01,동태계획법,조회,3.0,3.0,정국모,9,O,,,,,,,,,"[2, 3, 4]","[2, 3, 4]",,선수과목 : ECO2003(또는 STS2005 또는 STS2006),경제전공자 우선수강(전학년수강신청일에 비경제전공자 수강신청 가능),,"['월', '수']",12:00,13:15,GN203
2024 학년도,1학기,대학,경제학과,ECO3001,01,산업경제학,조회,3.0,3.0,주하연,55,,,,,,,,,,"[2, 3, 4]","[3, 4]",,"(구)산업조직론,선수과목:ECO2006,ECO2004(또는MAT3020 또는 MGT2002 또는 MAT2410)",경제전공자 우선수강(전학년수강신청일에 비경제전공자 수강신청 가능),,"['월', '수']",16:30,17:45,GN202
2024 학년도,1학기,대학,경제학과,ECO3002,01,노동경제학,조회,3.0,3.0,안태현,84,O,,,,,,,,,"[2, 3, 4]","[3, 4]",,"선수과목 : ECO2006, ECO2004(또는 MAT3020 또는 MGT2002 또는 MAT2410)",경제전공자 우선수강(전학년수강신청일에 비경제전공자 수강신청 가능),,"['월', '수']",10:30,11:45,GN202
2024 학년도,1학기,대학,경제학과,ECO3008,01,금융경제학,조회,3.0,3.0,남주하,66,,,,,,,,,,"[2, 3, 4]","[3, 4]",,"선수과목 : ECO2006 미시경제학I, ECO2007 거시경제학I",경제전공자 우선수강(전학년수강신청일에 비경제전공자 수강신청 가능),,"['수', '금']",15:00,16:15,GN201
2024 학년도,1학기,대학,경제학과,ECO3009,01,공공경제학,조회,3.0,3.0,김홍균,115,,,,,,,,,,"[2, 3, 4]","[3, 4]",,"(구) 재정학, 선수과목 : ECO2006, ECO2007",경제전공자 우선수강(전학년수강신청일에 비경제전공자 수강신청 가능),,"['화', '목']",10:30,11:45,GN202
2024 학년도,1학기,대학,경제학과,ECO3010,01,국제무역론,조회,3.0,3.0,허정,86,O,,,,,,,,,"[2, 3, 4]","[3, 4]",,선수과목 : ECO2006 미시경제학I,경제전공자 우선수강(전학년수강신청일에 비경제전공자 수강신청 가능),,"['화', '목']",15:00,16:15,GN202
2024 학년도,1학기,대학,경제학과,ECO3011,01,국제금융론,조회,3.0,3.0,김윤정,94,O,,,,,,,,,"[2, 3, 4]","[3, 4]",,선수과목 : ECO2007 거시경제학I,경제전공자 우선수강(전학년수강신청일에 비경제전공자 수강신청 가능),,"['월', '수']",12:00,13:15,GN202
2024 학년도,1학기,대학,경제학과,ECO3017,01,국제경제학,조회,3.0,3.0,곽준희,58,O,,,,,,,,,"[2, 3, 4]","[3, 4]",,"선수과목 : ECO2001 경제학원론I, ECO2002 경제학원론II","국제무역론과 국제금융론 모두 이수한 학생은 수강불가, 경제전공자 우선수강(전학년수강신청일에 비경제전공자 수강신청 가능)",,"['수', '금']",13:30,14:45,GN102
2024 학년도,1학기,대학,경제학과,ECO3021,01,경제성장론,조회,3.0,3.0,송의영,63,,,,,,,,,,"[2, 3, 4]","[3, 4]",,"선수과목 : ECO2007, ECO2003(또는 STS2005 또는 STS2006)",경제전공자 우선수강(전학년수강신청일에 비경제전공자 수강신청 가능),,"['화', '목']",10:30,11:45,GN102
2024 학년도,1학기,대학,경제학과,ECO3023,01,AI금융(캡스톤디자인),조회,3.0,3.0,정재식,21,,,,,,,,,,"[3, 4]","[3, 4]",,"선수과목:ECO2001경제학원론I, ECO2002경제학원론II",경제전공자 우선수강(전학년수강신청일에 비경제전공자 수강신청 가능),,"['수', '금']",13:30,14:45,GN304
2024 학년도,1학기,대학,경제학과,ECO3026,01,교통경제학,조회,3.0,3.0,김진원,78,O,,,,,,,,,"[2, 3, 4]","[3, 4]",,"선수과목:ECO2001,ECO2004",경제전공자 우선수강(전학년수강신청일에 비경제전공자 수강신청 가능),,"['화', '목']",09:00,10:15,GN202
2024 학년도,1학기,대학,경제학과,ECO3027,02,전공진로설계Ⅰ,조회,,,전성훈,1,,,,,,,,,,[],"[2, 3, 4]",,,,,[],,,
2024 학년도,1학기,대학,경제학과,ECO3027,03,전공진로설계Ⅰ,,,,남주하,2,,,,,,,,,,[],"[2, 3, 4]",,,,,[],,,
2024 학년도,1학기,대학,경제학과,ECO3027,04,전공진로설계Ⅰ,조회,,,김윤정,1,,,,,,,,,,[],"[2, 3, 4]",,,,,[],,,
2024 학년도,1학기,대학,경제학과,ECO3027,05,전공진로설계Ⅰ,조회,,,정국모,1,,,,,,,,,,[],"[2, 3, 4]",,,,,[],,,
2024 학년도,1학기,대학,경제학과,ECO3027,06,전공진로설계Ⅰ,조회,,,허준영,2,,,,,,,,,,[],"[2, 3, 4]",,,,,[],,,
2024 학년도,1학기,대학,경제학과,ECO3027,07,전공진로설계Ⅰ,조회,,,김재호,1,,,,,,,,,,[],"[2, 3, 4]",,,,,[],,,
2024 학년도,1학기,대학,경제학과,ECO3027,08,전공진로설계Ⅰ,조회,,,곽준희,1,,,,,,,,,,[],"[2, 3, 4]",,,,,[],,,
2024 학년도,1학기,대학,경제학과,ECO4005,01,게임이론,조회,3.0,3.0,왕규호,60,,,,,,,,,,"[2, 3, 4]","[3, 4]",,선수과목 : ECO2006 미시경제학I,경제전공자 우선수강(전학년수강신청일에 비경제전공자 수강신청 가능),,"['화', '목']",13:30,14:45,GN202
2024 학년도,1학기,대학,경제학과,ECO4006,01,정보경제학,조회,3.0,3.0,김도영,64,,,,,,,,,,"[2, 3, 4]","[3, 4]",,선수과목 : ECO2006 미시경제학I,경제전공자 우선수강(전학년수강신청일에 비경제전공자 수강신청 가능),,"['화', '목']",12:00,13:15,GN102
2024 학년도,1학기,대학,경제학과,ECO4007,01,경쟁법과산업규제의경제학,조회,3.0,3.0,전성훈,46,,,,,,,,,,"[2, 3, 4]","[3, 4]",,"(구) 법과 경제, 선수과목 : ECO2006 미시경제학I",경제전공자 우선수강(전학년수강신청일에 비경제전공자 수강신청 가능),,"['화', '목']",16:30,17:45,GN202
2024 학년도,1학기,대학,경제학과,ECO4008,01,금융정책,조회,3.0,3.0,허준영,73,O,,,,,,,,,"[2, 3, 4]","[3, 4]",,"선수과목 : ECO2006 미시경제학I, ECO2007 거시경제학I",경제전공자 우선수강(전학년수강신청일에 비경제전공자 수강신청 가능),,"['화', '목']",15:00,16:15,GN102
2024 학년도,1학기,대학,경제학과,ECO4010,01,국제금융시장,조회,3.0,3.0,박정수,86,O,,,,,,,,,"[2, 3, 4]","[3, 4]",,"선수과목 : ECO2001 경제학원론I, ECO2002 경제학원론II",경제전공자 우선수강(전학년수강신청일에 비경제전공자 수강신청 가능),,"['화', '목']",12:00,13:15,GN202
2024 학년도,1학기,대학,경제학과,ECO4022,01,경제학특강5,조회,3.0,3.0,이강오,7,,,,,,,,,,"[2, 3, 4]","[3, 4]",,"선수과목 : ECO2001 경제학원론I, ECO2002 경제학원론II",부제: 인공지능을 위한 수학과 통계. 경제전공자 우선수강(전학년수강신청일에 비경제전공자 수강신청 가능),,"['화', '목']",10:30,11:45,GN311
2024 학년도,1학기,대학,경제학과,ECO4032,01,금융시장계량분석(캡스톤디자인),조회,3.0,3.0,김재호,15,,,,,,,,,,"[3, 4]","[3, 4]",,선수과목 : ECO2009 계량경제학I,경제전공자 우선수강(전학년수강신청일에 비경제전공자 수강신청 가능),,"['수', '금']",13:30,14:45,GN203
2024 학년도,1학기,대학,경제학과,ECO4037,01,주식및채권시장,조회,3.0,3.0,손성빈,66,O,,,,,,,,,"[2, 3, 4]","[2, 3, 4]",,"선수과목:ECO2003,ECO2004,ECO2006",경제전공자 우선수강(전학년수강신청일에 비경제전공자 수강신청 가능),,"['화', '목']",13:30,14:45,GN102
2024 학년도,1학기,대학,경제학과,ECOG010,01,고급미시경제학I,조회,3.0,3.0,이진권,9,,,,,,,,,,"[3, 4]",[4],,"대학원초급과목, 선수과목 : ECO2006 미시경제학I","대학원초급과목, 경제학전공자 우선수강신청(비경제학전공자는 전학년수강신청일에 수강신청 가능)",,"['월', '수']",12:00,13:15,GN311
2024 학년도,1학기,대학,경제학과,ECOG020,01,고급거시경제학I,조회,3.0,3.0,허준영,12,O,,,,,,,,,"[3, 4]",[4],,"대학원초급과목, 선수과목 : ECO2006, ECO2007","대학원초급과목, 경제학전공자 우선수강신청(비경제학전공자는 전학년수강신청일에 수강신청 가능)",,"['화', '목']",13:30,14:45,GN304
2024 학년도,1학기,대학,경제학과,ECOG030,01,고급계량경제학I,조회,3.0,3.0,이영훈,4,,,,,,,,,,"[3, 4]",[4],,"대학원초급과목, 선수과목 : ECO2009 계량경제학I","대학원초급과목, 경제학전공자 우선수강신청(비경제학전공자는 전학년수강신청일에 수강신청 가능)",,"['화', '목']",15:00,16:15,GN311
2024 학년도,1학기,대학,경제학과,ECOG040,01,고급수리통계학,조회,3.0,3.0,이성원,9,,,,,,,,,,"[3, 4]","[1, 2, 3, 4]",,,"대학원초급과목, 경제학전공자 우선수강신청(비경제학전공자는 전학년수강신청일에 수강신청 가능)",,"['월', '수']",16:30,17:45,GN304
2024 학년도,1학기,대학,교육문화연계전공,EDU2001,01,교육학개론,조회,3.0,3.0,신효정,29,,,,,,,,,,"[1, 2, 3, 4]","[1, 2, 3, 4]",,,,,"['월', '수']",12:00,13:15,J202
2024 학년도,1학기,대학,교육문화연계전공,EDU2001,02,교육학개론,조회,3.0,3.0,이예경,6,O,,,,,,,,,"[1, 2, 3, 4]","[1, 2, 3, 4]",,,,,"['화', '목']",12:00,13:15,J128
2024 학년도,1학기,대학,교육문화연계전공,EDU2002,01,교육철학및교육사,조회,2.0,2.0,한석훈,21,,,,,,,,,,"[2, 3, 4]","[1, 2, 3, 4]",,,,,['월'],16:30,18:20,J128
2024 학년도,1학기,대학,교육문화연계전공,EDU2004,01,교육방법및교육공학,조회,2.0,2.0,양미경,20,,,,,,,,,,"[2, 3, 4]","[2, 3, 4]",,,,,"['화', '목']",13:30,14:20,J128
2024 학년도,1학기,대학,교육문화연계전공,EDU3001,01,교육과정,조회,2.0,2.0,양미경,19,,,,,,,,,,"[2, 3, 4]","[2, 3, 4]",,,,,"['화', '목']",10:30,11:20,J128
2024 학년도,1학기,대학,교육문화연계전공,EDU3002,01,교육행정및교육경영,조회,2.0,2.0,김정현,28,,,,,,,,,,"[2, 3, 4]","[2, 3, 4]",,,,,['월'],13:30,15:20,J128
2024 학년도,1학기,대학,교육문화연계전공,EDU3034,01,학교현장실습,조회,2.0,,양미경,24,,,,,,,,,,[4],[4],,,교직이수학생만 신청 가능,,[],,,
2024 학년도,1학기,대학,교육문화연계전공,EDU3035,01,교육봉사활동,조회,2.0,,양미경,15,,,,,,,,,,"[3, 4]","[3, 4]",,성적평가:S/U,교직이수학생만 신청 가능,,[],,,
2024 학년도,1학기,대학,교육문화연계전공,EDU3037,01,생활지도및상담,조회,2.0,2.0,한기백,11,,,,,,,,,,"[3, 4]","[2, 3, 4]",,,,,"['수', '금']",13:30,14:20,J128
2024 학년도,1학기,대학,교육문화연계전공,EDU3045,01,특수교육학개론,조회,2.0,2.0,박미경,18,,,,,,,,,,"[3, 4]","[3, 4]",,,,,['월'],16:30,18:20,J202
2024 학년도,1학기,대학,교육문화연계전공,EDU3047,01,교육평가,조회,2.0,2.0,이예경,10,,,,,,,,,,"[1, 2, 3, 4]","[3, 4]",,,,,"['화', '목']",15:00,15:50,J128
2024 학년도,1학기,대학,교육문화연계전공,EDU3049,01,AI활용교육의이론과실제,조회,3.0,3.0,신효정,13,O,,,,,,,,,"[1, 2, 3, 4]","[2, 3, 4]",,,,,"['월', '수']",10:30,11:45,J202
2024 학년도,1학기,대학,교육문화연계전공,EDU3050,01,디지털교육,조회,1.0,1.0,이예경,7,,,,,,,,,,"[3, 4]","[3, 4]",,,,,['화'],16:30,17:20,J128
2024 학년도,1학기,대학,인문대학,EDUF982,01,외국어교과논리및논술,조회,3.0,3.0,한소영,8,,,,,,,,,,"[3, 4]","[1, 2, 3, 4]",,교직이수자만 전공학점으로 인정,,,"['수', '금']",15:00,16:15,J110
2024 학년도,1학기,대학,자연과학대학,EDUS981,01,과학교과교육론,조회,3.0,3.0,이성은,6,,,,,,,,,,"[2, 3, 4]","[1, 2, 3, 4]",,교직이수자만 전공학점으로 인정,교직이수자만 전공과목으로 인정,,['수'],16:30,19:15,RA406B
2024 학년도,1학기,대학,전자공학과,EEE2012,01,전자공학세미나II,조회,1.0,1.5,정옥현,105,,,,,,,,,,"[1, 2, 3, 4]","[2, 3, 4]",,,,,['월'],13:30,14:45,K202
2024 학년도,1학기,대학,전자공학과,EEE2032,01,창의전자설계,조회,3.0,3.0,최용,43,,,,,"[1,3,5]",,,,,"[1, 2, 3, 4]",[1],,(구)공학입문설계,"학번이 1,3,5로 끝나는 학생 수강",,"['월', '수']",10:30,11:45,AS111
2024 학년도,1학기,대학,전자공학과,EEE2032,02,창의전자설계,조회,3.0,3.0,김상완,44,,,,,"[2,4,6]",,,,,"[1, 2, 3, 4]",[1],,(구)공학입문설계,"학번이 2,4,6으로 끝나는 학생 수강",,"['화', '목']",13:30,14:45,AS111
2024 학년도,1학기,대학,전자공학과,EEE2032,03,창의전자설계,조회,3.0,3.0,김상완,46,,,,,"[7,8,9,0]",,,,,"[1, 2, 3, 4]",[1],,(구)공학입문설계,"학번이 7,8,9,0으로 끝나는 학생 수강",,"['화', '목']",10:30,11:45,AS111
2024 학년도,1학기,대학,전자공학과,EEE2051,01,기초전자공학실험,조회,3.0,5.0,홍성완,26,,,,,,,,,,"[1, 2, 3, 4]",[2],,,실험강의: 월 19:00~20:30,,['월'],15:00,19:45,R708
2024 학년도,1학기,대학,전자공학과,EEE2051,02,기초전자공학실험,조회,3.0,5.0,소재우,22,,,,,,,,,,"[1, 2, 3, 4]",[2],,,실험강의: 월 19:00~20:30,,['화'],15:00,19:45,R708
2024 학년도,1학기,대학,전자공학과,EEE2051,03,기초전자공학실험,조회,3.0,5.0,홍성완,21,,,,,,,,,,"[1, 2, 3, 4]",[2],,,실험강의: 월 19:00~20:30,,['수'],15:00,19:45,R708
2024 학년도,1학기,대학,전자공학과,EEE2051,04,기초전자공학실험,조회,3.0,5.0,김홍석,18,,,,,,,,,,"[1, 2, 3, 4]",[2],,,실험강의: 월 19:00~20:30,,['목'],15:00,19:45,R708
2024 학년도,1학기,대학,전자공학과,EEE2051,05,기초전자공학실험,조회,3.0,5.0,성원진,10,,,,,,,,,,"[1, 2, 3, 4]",[2],,,실험강의: 월 19:00~20:30,,['금'],15:00,19:45,R708
2024 학년도,1학기,대학,전자공학과,EEE2101,01,전자장론I,조회,3.0,3.0,"Kim, Youngwook",71,O,,,,"[1,3,5,7,9]",,,,,"[1, 2, 3, 4]",[2],,"(=물리학과 전자기학I, 둘 중 한과목만 학점인정), 선수과목 : STS2006 미적분학II",홀수 학번만 수강,,"['월', '수']",12:00,13:15,AS301
2024 학년도,1학기,대학,전자공학과,EEE2101,02,전자장론I,조회,3.0,3.0,이행선,53,,,,,"[2,4,6,8,0]",,,,,"[1, 2, 3, 4]",[2],,"(=물리학과 전자기학I, 둘 중 한과목만 학점인정), 선수과목 : STS2006 미적분학II",짝수 학번만 수강,,"['수', '금']",09:00,10:15,RA308
2024 학년도,1학기,대학,전자공학과,EEE2103,01,고급공학수학I,조회,3.0,3.0,박형민,64,,,,,"[1,3,5,7,9]",,,,,"[1, 2, 3, 4]",[2],,구 전자응용해석I,홀수 학번만 수강,,"['화', '목']",13:30,14:45,AS301
2024 학년도,1학기,대학,전자공학과,EEE2103,02,고급공학수학I,조회,3.0,3.0,한준규,65,,,,,"[2,4,6,8,0]",,,,,"[1, 2, 3, 4]",[2],,구 전자응용해석I,짝수 학번만 수강,,"['화', '목']",12:00,13:15,AS303
2024 학년도,1학기,대학,전자공학과,EEE2112,01,회로이론,조회,3.0,3.0,김광수,46,,,,,"[1,3,5,7,9]",,,,,"[1, 2, 3, 4]",[2],,"(구)회로이론II, 선수과목 : EEE2111 기초회로이론",홀수 학번만 수강,,"['수', '금']",09:00,10:15,AS301
2024 학년도,1학기,대학,전자공학과,EEE2112,02,회로이론,조회,3.0,3.0,"Kim, Youngwook",93,,,,,"[2,4,6,8,0]",,,,,"[1, 2, 3, 4]",[2],,"(구)회로이론II, 선수과목 : EEE2111 기초회로이론",짝수 학번만 수강,,"['월', '수']",10:30,11:45,K203
2024 학년도,1학기,대학,전자공학과,EEE2135,01,디지털회로설계,조회,3.0,3.0,김영록,86,,,,,"[1,3,5,7,9]",,,,,"[1, 2, 3, 4]",[2],,"(=컴퓨터공학과 디지털회로개론, 둘 중 한과목만 학점인정)",홀수 학번만 수강,,"['화', '목']",10:30,11:45,K401
2024 학년도,1학기,대학,전자공학과,EEE2135,02,디지털회로설계,조회,3.0,3.0,유양모,60,O,,,,"[2,4,6,8,0]",,,,,"[1, 2, 3, 4]",[2],,"(=컴퓨터공학과 디지털회로개론, 둘 중 한과목만 학점인정)",짝수 학번만 수강,,"['화', '목']",09:00,10:15,K302
2024 학년도,1학기,대학,전자공학과,EEE3121,01,물리전자공학II,조회,3.0,3.0,김상완,68,,,,,"[1,3,5,7,9]",,,,,"[1, 2, 3, 4]",[3],,선수과목 : EEE2120 물리전자공학I,홀수 학번만 수강,,"['화', '목']",09:00,10:15,AS301
2024 학년도,1학기,대학,전자공학과,EEE3121,02,물리전자공학II,조회,3.0,3.0,윤광석,64,,,,,"[2,4,6,8,0]",,,,,"[1, 2, 3, 4]",[3],,선수과목 : EEE2120 물리전자공학I,짝수 학번만 수강,,"['화', '목']",10:30,11:45,K403
2024 학년도,1학기,대학,전자공학과,EEE3131,01,전자회로I,조회,3.0,3.0,홍성완,71,O,,,,"[1,3,5,7,9]",,,,,"[1, 2, 3, 4]",[3],,선수과목 : EEE2111 기초회로이론,홀수 학번만 수강,,"['월', '수']",12:00,13:15,K403
2024 학년도,1학기,대학,전자공학과,EEE3131,02,전자회로I,조회,3.0,3.0,범진욱,60,,,,,"[2,4,6,8,0]",,,,,"[1, 2, 3, 4]",[3],,선수과목 : EEE2111 기초회로이론,짝수 학번만 수강,,"['월', '수']",10:30,11:45,K307
2024 학년도,1학기,대학,전자공학과,EEE3141,01,자동제어개론,조회,3.0,3.0,남창주,59,,,,,"[1,3,5,7,9]",,,,,"[1, 2, 3, 4]",[3],,,홀수 학번만 수강,,"['화', '목']",12:00,13:15,K305
2024 학년도,1학기,대학,전자공학과,EEE3141,02,자동제어개론,조회,3.0,3.0,강석주,41,,,,,"[2,4,6,8,0]",,,,,"[1, 2, 3, 4]",[3],,,짝수 학번만 수강,,"['화', '목']",09:00,10:15,AS412
2024 학년도,1학기,대학,전자공학과,EEE3148,01,통신공학개론,조회,3.0,3.0,소재우,43,,,,,,,,,,"[1, 2, 3, 4]",[3],,,SSE3148-01과 합반수업,,"['수', '금']",13:30,14:45,AS301
2024 학년도,1학기,대학,전자공학과,EEE3154,01,확률및랜덤변수,조회,3.0,3.0,김영록,53,,,,,"[1,3,5,7,9]",,,,,"[1, 2, 3, 4]",[3],,(구)랜덤프로세스,홀수 학번만 수강,,"['화', '목']",13:30,14:45,K307
2024 학년도,1학기,대학,전자공학과,EEE3154,02,확률및랜덤변수,조회,3.0,3.0,성원진,51,O,,,,"[2,4,6,8,0]",,,,,"[1, 2, 3, 4]",[3],,(구)랜덤프로세스,짝수 학번만 수강,,"['월', '수']",12:00,13:15,AS303
2024 학년도,1학기,대학,전자공학과,EEE3163,01,고급디지털회로설계,조회,3.0,3.0,류성주,62,,,,,,,,,,"[1, 2, 3, 4]",[4],,선수과목 : EEE2135 디지털회로설계 또는 CSE3015 디지털회로개론,,,"['수', '금']",13:30,14:45,K402
2024 학년도,1학기,대학,전자공학과,EEE3181,01,전자회로실험,조회,3.0,5.0,윤광석,23,,,,,,,,,,"[1, 2, 3, 4]",[3],,,실험강의: 목 19:00~20:30,,['월'],15:00,19:45,R712
2024 학년도,1학기,대학,전자공학과,EEE3181,02,전자회로실험,조회,3.0,5.0,김시현,24,,,,,,,,,,"[1, 2, 3, 4]",[3],,,실험강의: 목 19:00~20:30,,['화'],15:00,19:45,R712
2024 학년도,1학기,대학,전자공학과,EEE3181,03,전자회로실험,조회,3.0,5.0,김시현,20,,,,,,,,,,"[1, 2, 3, 4]",[3],,,실험강의: 목 19:00~20:30,,['수'],15:00,19:45,R712
2024 학년도,1학기,대학,전자공학과,EEE3181,04,전자회로실험,조회,3.0,5.0,박형민,24,,,,,,,,,,"[1, 2, 3, 4]",[3],,,실험강의: 목 19:00~20:30,,['목'],15:00,19:45,R712
