학년도,학기,소속,학과,과목번호,분반,과목명,강의계획서,학점,시간,교수진,수강생수,영어강의,중국어강의,승인과목,CU과목,홀짝구분,국제학생,Honors과목,공학인증,시험일자,수강대상,권장학년,수강신청 참조사항,과목 설명,비고,수업일자,요일,시작시간,종료시간,강의실
2025 학년도,1학기,대학,물리학과,PHY1001,07,일반물리I,조회,3.0,3.0,김민규,102,,,,,,,,,04.24(목)13:30~14:45[RA204],"[1, 2, 3, 4]",[1],물리학과(1전공 불가능),,물리1전공 수강불가,,"['화', '목']",13:30,14:45,RA204
2025 학년도,1학기,대학,물리학과,PHY1001,08,일반물리I,조회,3.0,3.0,정명화,71,,,,,,,,,04.22(화)15:00~16:15[K403],"[1, 2, 3, 4]",[1],물리학과(1전공 불가능),,물리1전공 수강불가,,"['화', '목']",15:00,16:15,K403
2025 학년도,1학기,대학,물리학과,PHY1001,09,일반물리I,조회,3.0,3.0,장준익,47,,,,,,,,,04.23(수)09:00~10:15[RA410],"[1, 2, 3, 4]",[1],물리학과(1전공 불가능),,물리1전공 수강불가,,"['수', '금']",09:00,10:15,RA410
2025 학년도,1학기,대학,물리학과,PHY1001,10,일반물리I,조회,3.0,3.0,Scopel Stefano,72,O,,,,,,,,04.25(금)13:30~14:45[K301],"[1, 2, 3, 4]",[1],물리학과(1전공 불가능),,물리1전공 수강불가,,"['수', '금']",13:30,14:45,K301
2025 학년도,1학기,대학,물리학과,PHY1001,11,일반물리I,조회,3.0,3.0,최영우,77,,,,,,,,,04.23(수)15:00~16:15[K301],"[1, 2, 3, 4]",[1],물리학과(1전공 불가능),,물리1전공 수강불가,,"['수', '금']",15:00,16:15,K301
2025 학년도,1학기,대학,물리학과,PHY1101,01,일반물리실험I,조회,1.0,2.0,김원태,20,,,,,,,,,04.28(월)13:30~14:45[R103],"[1, 2, 3, 4]",[1],,,,,['월'],13:30,15:20,R103
2025 학년도,1학기,대학,물리학과,PHY1101,02,일반물리실험I,조회,1.0,2.0,김원태,19,,,,,,,,,04.28(월)15:30~16:45[R103],"[1, 2, 3, 4]",[1],,,,,['월'],15:30,17:20,R103
2025 학년도,1학기,대학,물리학과,PHY1101,03,일반물리실험I,조회,1.0,2.0,김원태,15,,,,,,,,,04.28(월)17:30~18:45[R103],"[1, 2, 3, 4]",[1],,,,,['월'],17:30,19:20,R103
2025 학년도,1학기,대학,물리학과,PHY1101,04,일반물리실험I,조회,1.0,2.0,이현철,17,,,,,,,,,04.22(화)13:30~14:45[R107],"[1, 2, 3, 4]",[1],,,,,['화'],13:30,15:20,R107
2025 학년도,1학기,대학,물리학과,PHY1101,05,일반물리실험I,조회,1.0,2.0,이현철,15,,,,,,,,,04.22(화)15:30~16:45[R107],"[1, 2, 3, 4]",[1],,,,,['화'],15:30,17:20,R107
2025 학년도,1학기,대학,물리학과,PHY1101,06,일반물리실험I,조회,1.0,2.0,이현철,17,,,,,,,,,04.22(화)17:30~18:45[R107],"[1, 2, 3, 4]",[1],,,,,['화'],17:30,19:20,R107
2025 학년도,1학기,대학,물리학과,PHY1101,07,일반물리실험I,조회,1.0,2.0,박정혁,17,,,,,,,,,04.22(화)13:30~14:45[R103],"[1, 2, 3, 4]",[1],,,,,['화'],13:30,15:20,R103
2025 학년도,1학기,대학,물리학과,PHY1101,08,일반물리실험I,조회,1.0,2.0,박정혁,14,,,,,,,,,04.22(화)15:30~16:45[R103],"[1, 2, 3, 4]",[1],,,,,['화'],15:30,17:20,R103
2025 학년도,1학기,대학,물리학과,PHY1101,09,일반물리실험I,조회,1.0,2.0,박정혁,17,,,,,,,,,04.22(화)17:30~18:45[R103],"[1, 2, 3, 4]",[1],,,,,['화'],17:30,19:20,R103
2025 학년도,1학기,대학,물리학과,PHY1101,10,일반물리실험I,조회,1.0,2.0,장준익,17,,,,,,,,,04.28(월)10:30~11:45[R103],"[1, 2, 3, 4]",[1],,,,,['월'],10:30,12:20,R103
2025 학년도,1학기,대학,물리학과,PHY1101,11,일반물리실험I,조회,1.0,2.0,장준익,20,,,,,,,,,04.23(수)10:30~11:45[R103],"[1, 2, 3, 4]",[1],,,,,['수'],10:30,12:20,R103
2025 학년도,1학기,대학,물리학과,PHY1101,12,일반물리실험I,조회,1.0,2.0,장준익,20,,,,,,,,,04.25(금)10:30~11:45[R103],"[1, 2, 3, 4]",[1],,,,,['금'],10:30,12:20,R103
2025 학년도,1학기,대학,물리학과,PHY1101,13,일반물리실험I,조회,1.0,2.0,김민수,20,,,,,,,,,,"[1, 2, 3, 4]",[1],,,,,['월'],13:30,15:20,R107
2025 학년도,1학기,대학,물리학과,PHY1101,14,일반물리실험I,조회,1.0,2.0,양상모,21,,,,,,,,,04.28(월)15:30~16:45[R107],"[1, 2, 3, 4]",[1],,,,,['월'],15:30,17:20,R107
2025 학년도,1학기,대학,물리학과,PHY1101,15,일반물리실험I,조회,1.0,2.0,장준익,17,,,,,,,,,04.28(월)17:30~18:45[R107],"[1, 2, 3, 4]",[1],,,,,['월'],17:30,19:20,R107
2025 학년도,1학기,대학,물리학과,PHY1101,16,일반물리실험I,조회,1.0,2.0,장준익,18,,,,,,,,,04.25(금)13:30~14:45[R103],"[1, 2, 3, 4]",[1],,,,,['금'],13:30,15:20,R103
2025 학년도,1학기,대학,물리학과,PHY1101,17,일반물리실험I,조회,1.0,2.0,장준익,18,,,,,,,,,04.25(금)15:30~16:45[R103],"[1, 2, 3, 4]",[1],,,,,['금'],15:30,17:20,R103
2025 학년도,1학기,대학,물리학과,PHY1101,18,일반물리실험I,조회,1.0,2.0,장준익,15,,,,,,,,,04.25(금)17:30~18:45[R103],"[1, 2, 3, 4]",[1],,,,,['금'],17:30,19:20,R103
2025 학년도,1학기,대학,물리학과,PHY1101,19,일반물리실험I,조회,1.0,2.0,장준익,20,,,,,,,,,04.23(수)13:30~14:45[R103],"[1, 2, 3, 4]",[1],,,,,['수'],13:30,15:20,R103
2025 학년도,1학기,대학,물리학과,PHY1101,20,일반물리실험I,조회,1.0,2.0,백현준,20,,,,,,,,,04.23(수)15:30~16:45[R103],"[1, 2, 3, 4]",[1],,,,,['수'],15:30,17:20,R103
2025 학년도,1학기,대학,물리학과,PHY1101,22,일반물리실험I,조회,1.0,2.0,홍준호,17,,,,,,,,,04.25(금)13:30~14:45[R107],"[1, 2, 3, 4]",[1],,,,,['금'],13:30,15:20,R107
2025 학년도,1학기,대학,물리학과,PHY1101,23,일반물리실험I,조회,1.0,2.0,홍준호,18,,,,,,,,,04.25(금)15:30~16:45[R107],"[1, 2, 3, 4]",[1],,,,,['금'],15:30,17:20,R107
2025 학년도,1학기,대학,물리학과,PHY1101,24,일반물리실험I,조회,1.0,2.0,홍준호,15,,,,,,,,,04.25(금)17:30~18:45[R107],"[1, 2, 3, 4]",[1],,,,,['금'],17:30,19:20,R107
2025 학년도,1학기,대학,물리학과,PHY1101,25,일반물리실험I,조회,1.0,2.0,이기진,20,,,,,,,,,04.23(수)13:30~14:45[R107],"[1, 2, 3, 4]",[1],,,,,['수'],13:30,15:20,R107
2025 학년도,1학기,대학,물리학과,PHY1101,26,일반물리실험I,조회,1.0,2.0,이기진,18,,,,,,,,,04.23(수)15:30~16:45[R107],"[1, 2, 3, 4]",[1],,,,,['수'],15:30,17:20,R107
2025 학년도,1학기,대학,물리학과,PHY1101,27,일반물리실험I,조회,1.0,2.0,이기진,17,,,,,,,,,04.23(수)17:30~18:45[R107],"[1, 2, 3, 4]",[1],,,,,['수'],17:30,19:20,R107
2025 학년도,1학기,대학,물리학과,PHY1101,28,일반물리실험I,조회,1.0,2.0,Scopel Stefano,15,O,,,,,,,,04.24(목)13:30~14:45[R103],"[1, 2, 3, 4]",[1],,,,,['목'],13:30,15:20,R103
2025 학년도,1학기,대학,물리학과,PHY1101,29,일반물리실험I,조회,1.0,2.0,Scopel Stefano,20,O,,,,,,,,04.24(목)15:30~16:45[R103],"[1, 2, 3, 4]",[1],,,,,['목'],15:30,17:20,R103
2025 학년도,1학기,대학,물리학과,PHY1101,30,일반물리실험I,조회,1.0,2.0,Scopel Stefano,15,O,,,,,,,,04.24(목)17:30~18:45[R103],"[1, 2, 3, 4]",[1],,,,,['목'],17:30,19:20,R103
2025 학년도,1학기,대학,물리학과,PHY1101,31,일반물리실험I,조회,1.0,2.0,최영우,19,,,,,,,,,04.24(목)13:30~14:45[R107],"[1, 2, 3, 4]",[1],,,,,['목'],13:30,15:20,R107
2025 학년도,1학기,대학,물리학과,PHY1101,32,일반물리실험I,조회,1.0,2.0,최영우,17,,,,,,,,,04.24(목)15:30~16:45[R107],"[1, 2, 3, 4]",[1],,,,,['목'],15:30,17:20,R107
2025 학년도,1학기,대학,물리학과,PHY1101,33,일반물리실험I,조회,1.0,2.0,최영우,15,,,,,,,,,04.24(목)17:30~18:45[R107],"[1, 2, 3, 4]",[1],,,,,['목'],17:30,19:20,R107
2025 학년도,1학기,대학,물리학과,PHY2001,01,역학I,조회,3.0,3.0,양상모,66,O,,,,,,,,04.24(목)13:30~14:45[K503],"[1, 2, 3, 4]",[2],,,,,"['화', '목']",13:30,14:45,K304
2025 학년도,1학기,대학,물리학과,PHY2003,01,전자기학I,조회,3.0,3.0,홍준호,66,O,,,,,,,,04.22(화)09:00~10:15[K303],"[1, 2, 3, 4]",[2],,"(=전자공학과 전자장론I, 둘 중 한과목만 학점인정)",,,"['화', '목']",09:00,10:15,RA310
2025 학년도,1학기,대학,물리학과,PHY2005,01,수리물리학I,조회,3.0,3.0,Scopel Stefano,64,O,,,,,,,,04.25(금)09:00~10:15[RA204],"[1, 2, 3, 4]",[2],,,,,"['수', '금']",09:00,10:15,RA204
2025 학년도,1학기,대학,물리학과,PHY2009,01,현대물리학,조회,3.0,3.0,박정혁,64,,,,,,,,,04.22(화)12:00~13:15[J102],"[1, 2, 3, 4]",[2],,,,,"['화', '목']",12:00,13:15,RA308
2025 학년도,1학기,대학,물리학과,PHY2101,01,실험물리학I,조회,2.0,4.0,백현준,15,,,,,,,,,04.28(월)15:00~16:15[R110],"[1, 2, 3, 4]",[2],,,,,['월'],15:00,18:50,R110
2025 학년도,1학기,대학,물리학과,PHY2101,02,실험물리학I,조회,2.0,4.0,양상모,15,,,,,,,,,04.23(수)15:00~16:15[R110],"[1, 2, 3, 4]",[2],,,,,['수'],15:00,18:50,R110
2025 학년도,1학기,대학,물리학과,PHY2101,03,실험물리학I,조회,2.0,4.0,김민수,14,,,,,,,,,,"[1, 2, 3, 4]",[2],,,,,['목'],15:00,18:50,R110
2025 학년도,1학기,대학,물리학과,PHY2101,04,실험물리학I,조회,2.0,4.0,김민수,13,,,,,,,,,,"[1, 2, 3, 4]",[2],,,,,['금'],15:00,18:50,R110
2025 학년도,1학기,대학,물리학과,PHY3001,01,양자물리학I,조회,3.0,3.0,이현철,59,,,,,,,,,04.23(수)12:00~13:15[K501],"[1, 2, 3, 4]",[3],,,,,"['월', '수']",12:00,13:15,K501
2025 학년도,1학기,대학,물리학과,PHY3003,01,열역학,조회,3.0,3.0,백현준,57,O,,,,,,,,04.28(월)10:30~11:45[K402],"[1, 2, 3, 4]",[3],,,,,"['월', '수']",10:30,11:45,K402
2025 학년도,1학기,대학,물리학과,PHY3101,01,실험물리학III,조회,2.0,4.0,김도석,8,,,,,,,,,04.24(목)15:00~16:15[R108],"[1, 2, 3]",[3],,,,,['목'],15:00,18:50,R108
2025 학년도,1학기,대학,물리학과,PHY3101,02,실험물리학III,조회,2.0,4.0,정명화,11,,,,,,,,,04.25(금)15:00~16:15[R108],"[1, 2, 3]",[3],,,,,['금'],15:00,18:50,R108
2025 학년도,1학기,대학,물리학과,PHY3101,03,실험물리학III,조회,2.0,4.0,정명화,13,,,,,,,,,04.28(월)15:00~16:15[R108],"[1, 2, 3]",[3],,,,,['월'],15:00,18:50,R108
2025 학년도,1학기,대학,물리학과,PHY3101,04,실험물리학III,조회,2.0,4.0,정명화,14,,,,,,,,,04.23(수)15:00~16:15[R108],"[1, 2, 3]",[3],,,,,['수'],15:00,18:50,R108
2025 학년도,1학기,대학,물리학과,PHY3501,01,물리캡스톤디자인I(캡스톤디자인),조회,3.0,3.0,이기진,9,,,,,,,,,04.22(화)15:00~16:15[RA406A],"[1, 2, 3, 4]","[2, 3, 4]",,,,,"['화', '목']",15:00,16:15,RA406A
2025 학년도,1학기,대학,물리학과,PHY4001,01,고체물리학I,조회,3.0,3.0,김민수,36,O,,,,,,,,04.25(금)13:30~14:45[RA406A],"[1, 2, 3, 4]","[3, 4]",,,,,"['수', '금']",13:30,14:45,RA406A
2025 학년도,1학기,대학,물리학과,PHY4003,01,현대광학I,조회,3.0,3.0,김도석,25,,,,,,,,,04.24(목)10:30~11:45[AS412],"[1, 2, 3, 4]","[3, 4]",,,,,"['화', '목']",10:30,11:45,AS412
2025 학년도,1학기,대학,물리학과,PHY4005,01,기초입자이론I,조회,3.0,3.0,김원태,22,,,,,,,,,04.24(목)13:30~14:45[RA406A],"[1, 2, 3, 4]",[4],,,,,"['화', '목']",13:30,14:45,RA406A
2025 학년도,1학기,대학,물리학과,PHY4012,01,나노물리,조회,3.0,3.0,김현정,13,,,,,,,,,04.22(화)09:00~10:15[RA406A],"[1, 2, 3, 4]","[3, 4]",,,,,"['화', '목']",09:00,10:15,RA406A
2025 학년도,1학기,대학,물리학과,PHY4201,01,특수연구,조회,3.0,1.5,장준익,7,,,,,,,,,04.22(화)16:30~17:45[R404],"[3, 4]",[4],,전공학점 인정되지 않음.(총학점 포함됨)/교수님과 함께하는 프로젝트과목,전공학점으로 인정되지 않음.(총학점에는 포함됨),,['화'],16:30,17:45,R404
2025 학년도,1학기,대학,물리학과,PHY4204,01,졸업프로젝트,조회,3.0,,장준익,1,,,,,,,,,,"[3, 4]",[4],,전공학점 인정되지 않음.(총학점 포함됨)/교수님과 함께하는 프로젝트과목,,,[],,,
2025 학년도,1학기,대학,물리학과,PHYG001,01,고전물리I,조회,3.0,3.0,이현철,3,O,,,,,,,,04.28(월)10:30~11:45[K506],"[3, 4]",[4],,"대학원초급과목,구PHY5001",대학원 초급 과목,,"['월', '수']",10:30,11:45,K506
2025 학년도,1학기,대학,물리학과,PHYG004,01,기계학습응용,조회,3.0,3.0,최영우,17,O,,,,,,,,,"[3, 4]","[3, 4]",,,,,['금'],10:30,13:15,AS303
2025 학년도,1학기,대학,정치외교학과,POL2002,01,정치학개론,조회,3.0,3.0,하상응,183,,,,,,,,,"04.22(화)12:00~13:15[D209A,DB101]","[1, 2, 3, 4]",[1],,,,,"['화', '목']",12:00,13:15,DB101
2025 학년도,1학기,대학,정치외교학과,POL3061,01,한국정치사,조회,3.0,3.0,전재호,92,,,,,,,,,04.24(목)15:00~16:15[DB102],"[1, 2, 3, 4]","[1, 2, 3, 4]",,,,,"['화', '목']",15:00,16:15,DB102
2025 학년도,1학기,대학,정치외교학과,POL3068,01,한국의선거,조회,3.0,3.0,이현우,64,,,,,,,,,04.24(목)13:30~14:45[D301],"[1, 2, 3, 4]","[1, 2, 3, 4]",,,,,"['화', '목']",13:30,14:45,D301
2025 학년도,1학기,대학,정치외교학과,POL3080,01,현대북한의정치,조회,3.0,3.0,정영철,25,,,,,,,,,04.24(목)13:30~14:45[D402],"[1, 2, 3, 4]","[1, 2, 3, 4]",,,,,"['화', '목']",13:30,14:45,D402
2025 학년도,1학기,대학,정치외교학과,POL3112,01,문화와정치,조회,3.0,3.0,김태심,74,,,,,,,,,04.28(월)13:30~14:45[D202],"[1, 2, 3, 4]","[1, 2, 3, 4]",,,,,['월'],13:30,16:15,D202
2025 학년도,1학기,대학,정치외교학과,POL3158,01,국제정치경제론,조회,3.0,3.0,이율빈,26,,,,,,,,,04.25(금)10:30~11:45[D301],"[1, 2, 3, 4]","[1, 2, 3, 4]",,,,,['금'],10:30,13:15,D301
2025 학년도,1학기,대학,정치외교학과,POL3161,01,비교정치론,조회,3.0,3.0,박정훈,44,,,,,,,,,04.22(화)12:00~13:15[D202],"[1, 2, 3, 4]","[1, 2, 3, 4]",,,,,"['화', '목']",12:00,13:15,D202
2025 학년도,1학기,대학,정치외교학과,POL3163,01,일본정치의이해,조회,3.0,3.0,김백주,29,,,,,,,,,04.25(금)10:30~11:45[D402],"[1, 2, 3, 4]","[1, 2, 3, 4]",,,,,['금'],10:30,13:15,D402
2025 학년도,1학기,대학,정치외교학과,POL3182,01,정치경제론,조회,3.0,3.0,김대환,65,,,,,,,,,04.25(금)13:30~14:45[DB102],"[1, 2, 3, 4]","[1, 2, 3, 4]",,,,,"['수', '금']",13:30,14:45,DB102
2025 학년도,1학기,대학,정치외교학과,POL3184,01,정치심리학,조회,3.0,3.0,하상응,134,,,,,,,,,"04.22(화)09:00~10:15[D209A,DB102]","[1, 2, 3, 4]","[1, 2, 3, 4]",,,,,"['화', '목']",09:00,10:15,DB102
2025 학년도,1학기,대학,정치외교학과,POL3200,01,젠더와 정치,조회,3.0,3.0,황인혜,70,O,,,,,,,,,"[1, 2, 3, 4]","[1, 2, 3, 4]",,,,,"['월', '수']",12:00,13:15,DB101
2025 학년도,1학기,대학,정치외교학과,POL3201,01,불평등과 재분배의 정치,조회,3.0,3.0,황인혜,62,,,,,,,,,04.28(월)10:30~11:45[D202],"[1, 2, 3, 4]","[1, 2, 3, 4]",,,,,"['월', '수']",10:30,11:45,D202
2025 학년도,1학기,대학,정치외교학과,POL4066,01,한국정치이념논쟁사,조회,3.0,3.0,전재호,9,,,,,,,,,04.24(목)16:30~17:45[D304],"[1, 2, 3, 4]","[1, 2, 3, 4]",,,,,"['화', '목']",16:30,17:45,D304
2025 학년도,1학기,대학,정치외교학과,POL4146,01,중국의외교정책,조회,3.0,3.0,이한얼,13,O,,,,,,,,04.24(목)10:30~11:45[D303B],"[1, 2, 3, 4]","[1, 2, 3, 4]",,,,,"['화', '목']",10:30,11:45,D303B
2025 학년도,1학기,대학,정치외교학과,POL4155,01,국제관계실무토론과글쓰기,조회,3.0,3.0,배기현,9,,,,,,,,,04.28(월)16:30~17:45[D302],"[1, 2, 3, 4]","[3, 4]",,,,,"['월', '수']",16:30,17:45,D302
2025 학년도,1학기,대학,정치외교학과,POL4169,01,비교정치특강,조회,3.0,3.0,박정훈,18,O,,,,,,,,04.22(화)15:00~16:15[D504],"[1, 2, 3, 4]","[1, 2, 3, 4]",,,,,"['화', '목']",15:00,16:15,D504
2025 학년도,1학기,대학,정치외교학과,POLG224,01,현대민주주의론,조회,3.0,3.0,송병권,2,O,,,,,,,,04.22(화)12:00~13:15[D406],"[3, 4]","[1, 2, 3, 4]",,,,,['화'],12:00,14:55,D406
2025 학년도,1학기,대학,심리학과,PSY2001,01,일반심리학,조회,3.0,3.0,나진경,185,,,,,,,,,"04.22(화)15:00~16:15[K302,K202]","[1, 2, 3, 4]","[1, 2, 3, 4]",,,학년별 신청 기간:사회과학계 및 심리학 전공으로 제한 / 전학년 수강 신청 및 수강신청 변경 기간에는 제한을 두지 않음.,,"['화', '목']",15:00,16:15,K302
2025 학년도,1학기,대학,심리학과,PSY2002,01,심리통계,조회,3.0,3.0,석혜원,120,O,,,,,,,,"04.22(화)12:00~13:15[D302,DB102]","[1, 2, 3, 4]","[1, 2, 3, 4]",,,학년별 신청 기간:사회과학계 및 심리학 전공으로 제한 / 전학년 수강 신청 및 수강신청 변경 기간에는 제한을 두지 않음.,,"['화', '목']",12:00,13:15,DB102
2025 학년도,1학기,대학,심리학과,PSY2004,01,인지심리학,조회,3.0,3.0,이창환,50,O,,,,,,,,04.24(목)10:30~11:45[D202],"[2, 3, 4]","[1, 2, 3, 4]",,,학년별 신청 기간:사회과학계 및 심리학 전공으로 제한 / 전학년 수강 신청 및 수강신청 변경 기간에는 제한을 두지 않음.,,"['화', '목']",10:30,11:45,D202
2025 학년도,1학기,대학,심리학과,PSY3004,01,건강심리학,조회,3.0,3.0,김현식,102,O,,,,,,,,"04.24(목)13:30~14:45[D202,D209A]","[2, 3, 4]","[2, 3, 4]",,,,,"['화', '목']",13:30,14:45,D202
2025 학년도,1학기,대학,심리학과,PSY3008,01,성격심리학,조회,3.0,3.0,정유선,81,,,,,,,,,"04.25(금)13:30~14:45[D201,D202]","[1, 2, 3, 4]","[2, 3, 4]",,전학년수강신청일에 타전공생신청가능,학년별 신청 기간:사회과학계 및 심리학 전공으로 제한 / 전학년 수강 신청 및 수강신청 변경 기간에는 제한을 두지 않음.,,"['수', '금']",13:30,14:45,D202
2025 학년도,1학기,대학,심리학과,PSY3009,01,사회심리학,조회,3.0,3.0,김진형,48,O,,,,,,,,04.24(목)16:30~17:45[DB101],"[1, 2, 3, 4]","[2, 3, 4]",,,학년별 신청 기간:사회과학계 및 심리학 전공으로 제한 / 전학년 수강 신청 및 수강신청 변경 기간에는 제한을 두지 않음.,,"['화', '목']",16:30,17:45,DB101
2025 학년도,1학기,대학,심리학과,PSY3010,01,인사심리학,조회,3.0,3.0,장재윤,24,,,,,,,,,04.28(월)10:30~11:45[D301],"[2, 3, 4]","[2, 3, 4]",,구)산업및조직심리학,,,"['월', '수']",10:30,11:45,D301
2025 학년도,1학기,대학,심리학과,PSY3012,01,생리및생물심리학,조회,3.0,3.0,이연경,33,,,,,,,,,04.25(금)10:30~11:45[D202],"[1, 2, 3, 4]","[2, 3, 4]",,,,,['금'],10:30,13:15,D202
2025 학년도,1학기,대학,심리학과,PSY3013,01,지각심리학,조회,3.0,3.0,차옥균,22,O,,,,,,,,04.28(월)16:30~17:45[DB102],"[2, 3, 4]","[2, 3, 4]",,,,,"['월', '수']",16:30,17:45,DB102
2025 학년도,1학기,대학,심리학과,PSY3016,01,동기및정서심리학,조회,3.0,3.0,홍승범,94,,,,,,,,,"04.25(금)10:30~11:45[DB101,DB102]","[1, 2, 3, 4]","[2, 3, 4]",,,,,['금'],10:30,13:15,DB102
2025 학년도,1학기,대학,심리학과,PSY3022,01,다문화심리학,조회,3.0,1.0,나진경,131,,,,,,,,,"04.22(화)18:00~19:15[DB102,DB101]","[1, 2, 3, 4]","[2, 3, 4]",,,"연세대학교 심리학과 김영훈 교수님과의 공동 강의로, 매주 업로드된 동영상 강의를 시청하고 비대면 실시간 강의(화요일 18시)에 참여.",,[],,,
2025 학년도,1학기,대학,심리학과,PSY4001,01,이상심리학,조회,3.0,3.0,신우승,37,,,,,,,,,04.28(월)13:30~14:45[DB101],"[2, 3, 4]","[2, 3, 4]",,,학년별 신청 기간:사회과학계 및 심리학 전공으로 제한 / 전학년 수강 신청 및 수강신청 변경 기간에는 제한을 두지 않음.,,['월'],13:30,16:15,DB101
2025 학년도,1학기,대학,심리학과,PSY4005,01,집단상담,조회,3.0,3.0,장재홍,28,,,,,,,,,04.22(화)15:00~16:15[D105],"[2, 3, 4]","[2, 3, 4]",,,,,"['화', '목']",15:00,16:15,D303A
2025 학년도,1학기,대학,심리학과,PSY4009,01,집단행동의심리학,조회,3.0,3.0,서희영,40,,,,,,,,,04.25(금)13:30~14:45[D302],"[2, 3, 4]","[2, 3, 4]",,,,,"['수', '금']",13:30,14:45,D302
2025 학년도,1학기,대학,심리학과,PSY4024,01,창의성의심리학,조회,3.0,3.0,장재윤,10,,,,,,,,,04.28(월)16:30~17:45[D401A],"[1, 2, 3, 4]","[2, 3, 4]",,구)심리학의제문제,,,"['월', '수']",16:30,17:45,D401A
2025 학년도,1학기,대학,심리학과,PSY4025,01,심리학연구방법론,조회,3.0,3.0,연규진,8,,,,,,,,,04.28(월)10:30~11:45[D402],"[1, 2, 3, 4]","[2, 3, 4]",,,,,"['월', '수']",10:30,11:45,D402
2025 학년도,1학기,대학,심리학과,PSY4032,01,상담면접기법,조회,3.0,3.0,장재홍,20,,,,,,,,,04.24(목)10:30~11:45[D504],"[2, 3, 4]","[3, 4]",,,,,"['화', '목']",10:30,11:45,D504
2025 학년도,1학기,대학,심리학과,PSY4042,01,직업심리학,조회,3.0,3.0,박춘신,19,,,,,,,,,04.28(월)13:30~14:45[DB102],"[3, 4]","[3, 4]",,,,,['월'],13:30,16:15,DB102
2025 학년도,1학기,대학,공공인재 연계전공,PUB2005,01,법과현대사회,조회,3.0,3.0,김보혁,6,O,,,,,,,,04.25(금)13:30~14:45[K208],"[1, 2, 3, 4]","[1, 2, 3, 4]",,"구)HSS3010/LAW2010,PUB2001,2002,2003,2004,2006의 대체과목",,,"['수', '금']",13:30,14:45,K208
2025 학년도,1학기,대학,공공인재 연계전공,PUB3016,01,사회보장과법,조회,3.0,3.0,정성훈,16,,,,,,,,,04.28(월)10:00~11:15[AS303],"[1, 2, 3, 4]","[3, 4]",,,,,['월'],10:00,12:45,AS303
2025 학년도,1학기,대학,공공인재 연계전공,PUB3021,01,국제법,조회,3.0,3.0,왕상한,19,,,,,,,,,04.23(수)09:00~10:15[X238],"[1, 2, 3, 4]","[1, 2, 3, 4]",,"PUB3018,PUB3019,PUB4001의 대체과목",,,"['수', '금']",09:00,10:15,X238
2025 학년도,1학기,대학,공공인재 연계전공,PUB3023,01,"민법 Ⅰ (민법총칙,물권법)",조회,3.0,3.0,이승기,42,,,,,,,,,04.23(수)14:00~15:15[RA310],"[1, 2, 3, 4]","[1, 2, 3, 4]",,"PUB3014,PUB33015의 대체과목",,,['수'],14:00,16:45,K309
2025 학년도,1학기,대학,공공인재 연계전공,PUB3025,01,민사소송법,조회,3.0,3.0,정윤아,20,,,,,,,,,04.22(화)12:00~13:15[D303A],"[1, 2, 3, 4]","[2, 3, 4]",,PUB3007의 대체과목,,,"['화', '목']",12:00,13:15,D303A
2025 학년도,1학기,대학,공공인재 연계전공,PUB3026,01,상법,조회,3.0,3.0,장승희,73,,,,,,,,,04.25(금)15:00~17:00[DB101],"[1, 2, 3, 4]","[1, 2, 3, 4]",,"PUB3010,PUB3011의 대체과목",,,['금'],15:00,17:45,D202
2025 학년도,1학기,대학,공공인재 연계전공,PUB3030,01,헌법,조회,3.0,3.0,임지봉,59,O,,,,,,,,04.28(월)16:30~17:45[J307],"[1, 2, 3, 4]","[1, 2, 3, 4]",,"PUB3001,PUB3002,PUB3012의 대체과목",,,"['월', '수']",16:30,17:45,J307
2025 학년도,1학기,대학,공공인재 연계전공,PUB3031,01,형법,조회,3.0,3.0,권정택,19,,,,,,,,,04.22(화)09:00~10:15[K405],"[1, 2, 3, 4]","[1, 2, 3, 4]",,"PUB3008,PUB3017의 대체과목",,,['화'],09:00,11:45,K405
2025 학년도,1학기,대학,종교학과,REL2001,01,종교의이해,조회,3.0,3.0,김재영,19,O,,,,,,,,04.28(월)10:30~11:45[J315],"[1, 2, 3, 4]","[1, 2, 3, 4]",,,,,"['월', '수']",10:30,11:45,J315
2025 학년도,1학기,대학,종교학과,REL2002,01,세계종교입문,조회,3.0,3.0,서명삼,20,O,,,,,,,,04.28(월)16:30~17:45[J215],"[1, 2, 3, 4]","[1, 2, 3, 4]",,,,,"['월', '수']",16:30,17:45,J215
2025 학년도,1학기,대학,종교학과,REL3008,01,유교의중심사상,조회,3.0,3.0,정소이,22,O,,,,,,,,04.24(목)10:30~11:45[J108],"[1, 2, 3, 4]","[1, 2, 3, 4]",,,,,"['화', '목']",10:30,11:45,J108
2025 학년도,1학기,대학,종교학과,REL3022,01,한국종교의이해,조회,3.0,3.0,오지섭,13,,,,,,,,,04.28(월)16:30~17:45[J311],"[1, 2, 3, 4]","[1, 2, 3, 4]",,,,,"['월', '수']",16:30,17:45,J311
2025 학년도,1학기,대학,종교학과,REL3024,01,그리스도교강독,조회,3.0,3.0,박병관,18,,,,,,,,,04.24(목)13:30~14:45[J323],"[1, 2, 3, 4]","[1, 2, 3, 4]",,,,,"['화', '목']",13:30,14:45,J323
