과목번호,과목명,학년도,학기,분반,강의계획서,요일,시작시간,종료시간,강의실,시간,교수진,수강생수,영어강의,중국어강의,승인과목,CU과목,홀짝구분,국제학생,수강대상,비고
CSE4188,암호학기초,2025 학년도,1학기,1,조회,"['수', '금']",13:30,14:45,AS414,3.0,김세준,86,O,,,,,,"[3, 4]",
CSE4189,산학과제실습,2025 학년도,1학기,1,조회,[],,,,3.0,김영재,7,,,O,,,,[],담당 교수 승인과목
CSE4191,SW 인턴십,2025 학년도,1학기,1,,[],,,,3.0,김주호,8,,,O,,,,[],담당 교수 승인과목
CSEG321,인간언어기술개론,2025 학년도,1학기,1,조회,"['월', '수']",16:30,17:45,R404,3.0,이화란,32,,,,,,,"[3, 4]",학석사연계과목
CSEG483,기초 GPU 프로그래밍,2025 학년도,1학기,1,조회,"['화', '목']",16:30,17:45,AS414,3.0,임인성,38,,,,,,,"[3, 4]",학석사연계과목
CSEQ981,컴퓨터교과교육론,2025 학년도,1학기,1,조회,['금'],16:30,19:15,J116,3.0,김선호,1,,,,,,,"[2, 3, 4]",교직이수자만 전공학점으로 인정
CSW2010,기초C언어,2025 학년도,1학기,1,조회,"['월', '수']",12:00,13:15,AS111,3.0,강호석,30,,,,,,,"[1, 2, 3, 4]",
CSW3010,알고리즘입문,2025 학년도,1학기,1,조회,"['월', '수']",10:30,11:45,D504,3.0,임종석,14,,,,,,,"[2, 3, 4]","수강대상: C 언어(CSW2010 또는 이와 유사한 과목), 자료구조(CSW2030 또는 이와 유사한 과목) 수강 학생"
CSW3020,운영체제입문,2025 학년도,1학기,1,조회,"['월', '수']",16:30,17:45,AS311,3.0,정영민,10,,,,,,,"[2, 3, 4]",
CSW3040,소프트웨어공학입문,2025 학년도,1학기,1,조회,['금'],10:30,13:15,AS111,3.0,최수진,8,,,,,,,"[2, 3, 4]",
CSW3060,빅데이터학,2025 학년도,1학기,1,조회,"['화', '목']",16:30,17:45,AS311,3.0,홍정하,17,,,,,,,"[1, 2, 3, 4]",
CSW3070,문화산업과스토리텔링,2025 학년도,1학기,1,조회,"['화', '목']",12:00,13:15,AS305,3.0,장미화,18,,,,,,,"[1, 2, 3, 4]",
CSW3080,빅데이터마이닝입문,2025 학년도,1학기,1,조회,"['화', '목']",10:30,11:45,AS311,3.0,박석,13,,,,,,,"[3, 4]",
CSW4020,정보처리및자연언어처리,2025 학년도,1학기,1,조회,"['화', '목']",15:00,16:15,AS311,3.0,홍정하,10,,,,,,,"[1, 2, 3, 4]",
CUCAU013,휴머노이드 로봇,2025 학년도,1학기,1,,[],,,,3.0,,68,,,O,O,,,[],"CU공유대학, 절대평가, 2-4학년 대상"
CUCAU017,Global Business and Legal Issues,2025 학년도,1학기,1,,[],,,,3.0,,6,,,O,O,,,[],"CU공유대학, 절대평가, 2-4학년 대상"
CUCAU023,"Animal Law and Ethics,Morality, Policy and Practice",2025 학년도,1학기,1,,[],,,,3.0,,3,,,O,O,,,[],"CU공유대학, 절대평가, 2-4학년 대상"
CUCKD001,"시를 읽다, 소설을 읽다, 나를 읽다",2025 학년도,1학기,1,,[],,,,2.0,,80,,,O,O,,,[],"CU공유대학, 절대평가, 2-4학년 대상"
CUCKD002,잘 실패하는 법,2025 학년도,1학기,1,,[],,,,2.0,,130,,,O,O,,,[],"CU공유대학, 절대평가, 2-4학년 대상"
CUCKD009,가깝고도먼중국이야기,2025 학년도,1학기,1,,[],,,,2.0,,79,,,O,O,,,[],"CU공유대학, 절대평가, 2-4학년 대상"
CUCKD011,세계사:키워드로 읽다,2025 학년도,1학기,1,,[],,,,2.0,,5,,,O,O,,,[],"CU공유대학, 절대평가, 2-4학년 대상"
CUCKD012,긍정심리학-행복한삶을위하여,2025 학년도,1학기,1,,[],,,,2.0,,42,,,O,O,,,[],"CU공유대학, 절대평가, 2-4학년 대상"
CUCKD014,박물관 미술관과 함께하는 역사 여행,2025 학년도,1학기,1,,[],,,,2.0,,4,,,O,O,,,[],"CU공유대학, 절대평가, 2-4학년 대상"
CUCKU005,생각을 세우다,2025 학년도,1학기,1,,[],,,,2.0,,9,,,O,O,,,[],"CU공유대학, 절대평가, 2-4학년 대상"
CUDGC004,예술의이해와탐구,2025 학년도,1학기,1,,[],,,,2.0,,11,,,O,O,,,[],"CU공유대학, 절대평가, 2-4학년 대상"
CUDGC008,과학기술과사회,2025 학년도,1학기,1,,[],,,,2.0,,7,,,O,O,,,[],"CU공유대학, 절대평가, 2-4학년 대상"
CUDGC009,서양중세문명의이해,2025 학년도,1학기,1,,[],,,,2.0,,7,,,O,O,,,[],"CU공유대학, 절대평가, 2-4학년 대상"
CUDGC010,영화고전의발견,2025 학년도,1학기,1,,[],,,,2.0,,24,,,O,O,,,[],"CU공유대학, 절대평가, 2-4학년 대상"
CUICC006,음악과 인간행동,2025 학년도,1학기,1,,[],,,,2.0,,3,,,O,O,,,[],"CU공유대학, 절대평가, 2-4학년 대상"
CUICC008,삶의 재발견,2025 학년도,1학기,1,,[],,,,2.0,,5,,,O,O,,,[],"CU공유대학, 절대평가, 2-4학년 대상"
CUICC010,연애심리학,2025 학년도,1학기,1,,[],,,,2.0,,17,,,O,O,,,[],"CU공유대학, 절대평가, 2-4학년 대상"
CUICC011,우리의삶과의과학,2025 학년도,1학기,1,,[],,,,2.0,,31,,,O,O,,,[],"CU공유대학, 절대평가, 2-4학년 대상"
CUMPC002,공감과 소통,2025 학년도,1학기,1,,[],,,,2.0,,96,,,O,O,,,[],"CU공유대학, 절대평가, 2-4학년 대상"
CUMPC003,"사랑, 성, 생명",2025 학년도,1학기,1,,[],,,,2.0,,22,,,O,O,,,[],"CU공유대학, 절대평가, 2-4학년 대상"
CUMPC004,도시와 문화예술,2025 학년도,1학기,1,,[],,,,2.0,,44,,,O,O,,,[],"CU공유대학, 절대평가, 2-4학년 대상"
CUPSC002,문학과 정신분석,2025 학년도,1학기,1,,[],,,,3.0,,4,,,O,O,,,[],"CU공유대학, 절대평가, 2-4학년 대상"
DIH3005,인문 프로그래밍 기초,2025 학년도,1학기,1,조회,"['화', '목']",12:00,13:15,J211,3.0,홍정하,7,,,,,,,"[1, 2, 3, 4]",
ECO2001,경제학원론I,2025 학년도,1학기,1,조회,"['월', '수']",10:30,11:45,GN301,3.0,전현배,93,O,,,,,,"[1, 2, 3, 4]",
ECO2002,경제학원론II,2025 학년도,1학기,1,조회,"['수', '금']",09:00,10:15,GN201,3.0,김재호,53,O,,,,,,"[1, 2, 3, 4]",
ECO2003,경제수리기초,2025 학년도,1학기,1,조회,['월'],13:30,16:15,GN202,3.0,김형욱,70,,,,,,,"[1, 2, 3, 4]","경제,스타트업,융합S/W,빅데이터사이언스전공 우선신청/수학,컴공전공(통계학입문or응용수학I로대체) 수강불가"
ECO2004,경제통계학,2025 학년도,1학기,1,조회,"['월', '수']",12:00,13:15,GN101,3.0,주하연,66,O,,,,,,"[1, 2, 3, 4]","경제,스타트업,융합S/W,빅데이터사이언스전공, 게페르트국제학부 우선신청/수학,컴공전공(통계학입문or응용수학I로대체),경영통계수강자 수강불가"
ECO2006,미시경제학I,2025 학년도,1학기,1,조회,"['화', '목']",09:00,10:15,GN203,3.0,Iris Haydar Doruk,40,O,,,,,,"[1, 2, 3, 4]",
ECO2007,거시경제학I,2025 학년도,1학기,1,조회,"['화', '목']",09:00,10:15,GN202,3.0,이윤수,52,O,,,,,,"[1, 2, 3, 4]",
ECO2009,계량경제학I,2025 학년도,1학기,1,조회,"['화', '목']",12:00,13:15,GN102,3.0,이영훈,31,,,,,,,"[2, 3, 4]",
ECO2012,동태계획법,2025 학년도,1학기,1,조회,"['월', '수']",12:00,13:15,GN102,3.0,정국모,31,O,,,,,,"[2, 3, 4]",경제전공자 우선수강(전학년수강신청일에 비경제전공자 수강신청 가능)
ECO3001,산업경제학,2025 학년도,1학기,1,조회,"['월', '수']",10:30,11:45,GN101,3.0,주하연,79,,,,,,,"[2, 3, 4]",경제전공자 우선수강(전학년수강신청일에 비경제전공자 수강신청 가능)
ECO3012,개발경제학,2025 학년도,1학기,1,조회,"['화', '목']",09:00,10:15,GN301,3.0,양현주,58,O,,,,,,"[2, 3, 4]",경제전공자 우선수강(전학년수강신청일에 비경제전공자 수강신청 가능)
ECO3017,국제경제학,2025 학년도,1학기,1,조회,"['월', '수']",16:30,17:45,GN201,3.0,곽준희,86,O,,,,,,"[2, 3, 4]","국제무역론과 국제금융론 모두 이수한 학생은 수강불가, 경제전공자, 게페르트국제학부 우선수강(전학년수강신청일에 비경제전공자 수강신청 가능)"
ECO3021,경제성장론,2025 학년도,1학기,1,조회,"['화', '목']",12:00,13:15,GN301,3.0,송의영,69,,,,,,,"[2, 3, 4]",경제전공자 우선수강(전학년수강신청일에 비경제전공자 수강신청 가능)
ECO3023,AI금융(캡스톤디자인),2025 학년도,1학기,1,조회,"['수', '금']",09:00,10:15,GN202,3.0,정재식,20,,,,,,,"[3, 4]",경제전공자 우선수강(전학년수강신청일에 비경제전공자 수강신청 가능)
ECO3026,교통경제학,2025 학년도,1학기,1,조회,"['화', '목']",09:00,10:15,GN102,3.0,김진원,75,O,,,,,,"[2, 3, 4]",경제전공자 우선수강(전학년수강신청일에 비경제전공자 수강신청 가능)
ECO4004,경제수리통계학,2025 학년도,1학기,1,조회,"['월', '수']",10:30,11:45,GN202,3.0,남준우,64,,,,,,,"[2, 3, 4]",경제전공자 우선수강(전학년수강신청일에 비경제전공자 수강신청 가능)
ECO4005,게임이론,2025 학년도,1학기,1,조회,"['화', '목']",13:30,14:45,GN201,3.0,왕규호,64,,,,,,,"[2, 3, 4]",경제전공자 우선수강(전학년수강신청일에 비경제전공자 수강신청 가능)
ECO4007,경쟁법과산업규제의경제학,2025 학년도,1학기,1,조회,"['화', '목']",12:00,13:15,GN202,3.0,김도영,67,,,,,,,"[2, 3, 4]",경제전공자 우선수강(전학년수강신청일에 비경제전공자 수강신청 가능)
ECO4008,금융정책,2025 학년도,1학기,1,조회,"['화', '목']",13:30,14:45,GN301,3.0,허준영,105,O,,,,,,"[2, 3, 4]",경제전공자 우선수강(전학년수강신청일에 비경제전공자 수강신청 가능)
ECO4010,국제금융시장,2025 학년도,1학기,1,조회,"['월', '수']",12:00,13:15,GN201,3.0,박정수,118,O,,,,,,"[2, 3, 4]",경제전공자 우선수강(전학년수강신청일에 비경제전공자 수강신청 가능)
ECO4020,경제학특강3,2025 학년도,1학기,1,조회,"['화', '목']",10:30,11:45,GN201,3.0,김홍균,102,,,,,,,"[2, 3, 4]","""부제: ESG와 경제
경제전공자 우선수강(전학년수강신청일에 비경제전공자 수강신청 가능)"""
ECO4030,행동경제학,2025 학년도,1학기,1,조회,"['화', '목']",10:30,11:45,GN203,3.0,Iris Haydar Doruk,50,O,,,,,,"[2, 3, 4]",경제전공자 우선수강(전학년수강신청일에 비경제전공자 수강신청 가능)
ECO4032,금융시장계량분석(캡스톤디자인),2025 학년도,1학기,1,조회,"['수', '금']",15:00,16:15,GN102,3.0,김재호,38,,,,,,,"[3, 4]",경제전공자 우선수강(전학년수강신청일에 비경제전공자 수강신청 가능)
ECOG010,고급미시경제학I,2025 학년도,1학기,1,조회,"['화', '목']",13:30,14:45,GN203,3.0,이진권,3,,,,,,,"[3, 4]","대학원초급과목, 경제학전공자 우선수강신청(비경제학전공자는 전학년수강신청일에 수강신청 가능)"
ECOG020,고급거시경제학I,2025 학년도,1학기,1,조회,"['월', '수']",10:30,11:45,GN203,3.0,곽준희,5,O,,,,,,"[3, 4]","대학원초급과목, 경제학전공자 우선수강신청(비경제학전공자는 전학년수강신청일에 수강신청 가능)"
ECOG030,고급계량경제학I,2025 학년도,1학기,1,조회,"['화', '목']",15:00,16:15,GN203,3.0,이영훈,6,,,,,,,"[3, 4]","대학원초급과목, 경제학전공자 우선수강신청(비경제학전공자는 전학년수강신청일에 수강신청 가능)"
ECOG040,고급수리통계학,2025 학년도,1학기,1,조회,"['화', '목']",13:30,14:45,GN304,3.0,이성원,4,,,,,,,"[3, 4]","대학원초급과목, 경제학전공자 우선수강신청(비경제학전공자는 전학년수강신청일에 수강신청 가능)"
ECOG051,AI와빅데이터를활용한경제정보처리,2025 학년도,1학기,1,조회,"['화', '목']",10:30,11:45,GN301,3.0,양현주,20,,,,,,,"[2, 3, 4]","대학원초급과목, 경제학전공자 우선수강신청(비경제학전공자는 전학년수강신청일에 수강신청 가능)"
EDU2001,교육학개론,2025 학년도,1학기,1,조회,"['월', '수']",12:00,13:15,J217,3.0,신효정,27,,,,,,,"[1, 2, 3, 4]",
EDU2002,교육철학및교육사,2025 학년도,1학기,1,조회,['월'],16:30,18:20,J118,2.0,한석훈,27,,,,,,,"[2, 3, 4]",
EDU2003,교육심리,2025 학년도,1학기,1,조회,"['화', '목']",15:00,15:50,J207,2.0,이예경,19,,,,,,,"[2, 3, 4]",
EDU2004,교육방법및교육공학,2025 학년도,1학기,1,조회,['화'],16:30,18:20,J209,2.0,신소영,14,,,,,,,"[2, 3, 4]",
EDU3002,교육행정및교육경영,2025 학년도,1학기,1,조회,['월'],13:30,15:20,J307,2.0,김정현,37,,,,,,,"[2, 3, 4]",
EDU3034,학교현장실습,2025 학년도,1학기,1,조회,[],,,,,신효정,28,,,,,,,[4],교직이수학생만 신청 가능
EDU3035,교육봉사활동,2025 학년도,1학기,1,조회,[],,,,2.0,신효정,21,,,,,,,"[3, 4]","""교직이수학생만 신청가능/
강의시간은 별도 시간지정(개설교과목정보에 기재되어있는 시간과는 무관)"""
EDU3037,생활지도및상담,2025 학년도,1학기,1,,['화'],16:30,18:20,J309,2.0,계은경,27,,,,,,,"[3, 4]",
EDU3045,특수교육학개론,2025 학년도,1학기,1,조회,['월'],16:30,18:20,J202,2.0,박미경,26,,,,,,,"[3, 4]",
EDU3049,AI활용교육의이론과실제,2025 학년도,1학기,1,조회,"['월', '수']",10:30,11:45,J311,3.0,신효정,30,O,,,,,,"[1, 2, 3, 4]",
EDU3050,디지털교육,2025 학년도,1학기,1,조회,['화'],12:00,12:50,J107,1.0,이예경,10,,,,,,,"[3, 4]",
EDUS981,과학교과교육론,2025 학년도,1학기,1,조회,['수'],15:30,18:15,J315,3.0,이성은,6,,,,,,,"[2, 3, 4]",교직이수자만 전공과목으로 인정
EEE2012,전자공학세미나II,2025 학년도,1학기,1,조회,['월'],13:30,14:45,K202,1.5,정옥현,85,,,,,,,"[1, 2, 3, 4]",
EEE2032,창의전자설계,2025 학년도,1학기,1,조회,"['화', '목']",13:30,14:45,AS111,3.0,장주욱,43,,,,,"[1,3,5]",,"[1, 2, 3, 4]","학번이 1,3,5로 끝나는 학생 수강"
EEE2051,기초전자공학실험,2025 학년도,1학기,1,조회,['월'],15:00,19:45,R708,5.0,성원진,31,,,,,,,"[1, 2, 3, 4]",실험강의: 수 19:00~20:30
EEE2101,전자장론I,2025 학년도,1학기,1,조회,"['수', '금']",09:00,10:15,AS414,3.0,이행선,78,,,,,"[1,3,5,7,9]",,"[1, 2, 3, 4]",홀수 학번만 수강
EEE2103,고급공학수학I,2025 학년도,1학기,1,조회,"['화', '목']",09:00,10:15,K401,3.0,김영록,80,,,,,"[1,3,5,7,9]",,"[1, 2, 3, 4]",홀수 학번만 수강
EEE2112,회로이론,2025 학년도,1학기,1,조회,"['월', '수']",10:30,11:45,AS414,3.0,"Kim, Youngwook",112,O,,,,"[1,3,5,7,9]",,"[1, 2, 3, 4]",홀수 학번만 수강
EEE2135,디지털회로설계,2025 학년도,1학기,1,조회,"['화', '목']",10:30,11:45,K401,3.0,김영록,110,,,,,"[1,3,5,7,9]",,"[1, 2, 3, 4]",홀수 학번만 수강
EEE3121,물리전자공학II,2025 학년도,1학기,1,조회,"['화', '목']",13:30,14:45,K202,3.0,김시현,56,,,,,"[1,3,5,7,9]",,"[1, 2, 3, 4]",홀수 학번만 수강
EEE3131,전자회로I,2025 학년도,1학기,1,조회,"['화', '목']",09:00,10:15,K403,3.0,정진호,63,,,,,"[1,3,5,7,9]",,"[1, 2, 3, 4]",홀수 학번만 수강
EEE3141,자동제어개론,2025 학년도,1학기,1,조회,"['수', '금']",09:00,10:15,K305,3.0,남창주,18,,,,,"[1,3,5,7,9]",,"[1, 2, 3, 4]",홀수 학번만 수강
EEE3148,통신공학개론,2025 학년도,1학기,1,조회,"['화', '목']",12:00,13:15,AS301,3.0,소재우,35,,,,,,,"[1, 2, 3, 4]",SSE3148-01과 합반수업
EEE3150,반도체엘리트프로젝트,2025 학년도,1학기,1,조회,['토'],18:00,20:45,AS414,3.0,김광수,35,,,,,,,"[1, 2, 3, 4]",
EEE3154,확률및랜덤변수,2025 학년도,1학기,1,조회,"['월', '수']",12:00,13:15,R404,3.0,성원진,60,O,,,,"[1,3,5,7,9]",,"[1, 2, 3, 4]","홀수 학번만 수강, SSE3154-01과 합반수업"
EEE3163,고급디지털회로설계,2025 학년도,1학기,1,조회,"['화', '목']",15:00,16:15,K402,3.0,류성주,75,,,,,,,"[1, 2, 3, 4]",
EEE3181,전자회로실험,2025 학년도,1학기,1,조회,['월'],15:00,19:45,R712,5.0,안길초,24,,,,,,,"[1, 2, 3, 4]",실험강의: 목 19:00~20:30
EEE3201,운영체제및시스템프로그래밍,2025 학년도,1학기,1,조회,"['화', '목']",15:00,16:15,R404,3.0,김영재,6,,,,,,,"[1, 2, 3, 4]",SSE3201-01와 합반수업
EEE3202,반도체공정,2025 학년도,1학기,1,조회,"['월', '수']",10:30,11:45,R404,3.0,김상완,76,,,,,,,"[1, 2, 3, 4]",SSE3202-01과 합반수업
EEE4160,컴퓨터통신,2025 학년도,1학기,1,조회,"['화', '목']",10:30,11:45,AS301,3.0,장주욱,43,,,,,,,"[1, 2, 3, 4]",
EEE4162,반도체집적회로해석및설계,2025 학년도,1학기,1,조회,"['화', '목']",13:30,14:45,AS107,3.0,안길초,35,,,,,,,"[1, 2, 3, 4]",
EEE4165,디지털영상처리개론,2025 학년도,1학기,1,조회,"['월', '수']",12:00,13:15,K404,3.0,김경환,32,,,,,,,"[1, 2, 3, 4]",
EEE4167,마이크로프로세서개론,2025 학년도,1학기,1,조회,"['월', '수']",10:30,11:45,RA408,3.0,김경환,50,,,,,,,"[1, 2, 3, 4]",
EEE4173,마이크로파공학,2025 학년도,1학기,1,조회,"['수', '금']",13:30,14:45,AS305,3.0,이행선,12,,,,,,,"[1, 2, 3, 4]",
EEE4185,디자인프로젝트(캡스톤디자인),2025 학년도,1학기,1,조회,[],,,,3.0,김영록,18,,,,,,,"[1, 2, 3, 4]",
EEE4190,반도체 툴 및 설계실습,2025 학년도,1학기,1,조회,['토'],13:30,14:20,AS414,1.0,안길초,10,,,,,,,"[1, 2, 3, 4]",
EEEG273,나노반도체소자공정실무와특허사례(캡스톤디자인),2025 학년도,1학기,1,조회,['월'],13:30,16:15,K505,3.0,윤규한,42,,,,,,,"[1, 2, 3, 4]",
ENG2001,영문학개론,2025 학년도,1학기,1,조회,"['월', '수']",16:30,17:45,J327,3.0,장기윤,48,,,,,,,[1],"""1학년 전용 수업 (2-4학년 수강 불가)
"""
ENG2003,언어학개론,2025 학년도,1학기,1,조회,"['월', '수']",12:00,13:15,J209,3.0,채서영,26,,,,,,,"[1, 2, 3, 4]",영어 강의 여부: 50%의 학생이 동의하여 필요할 때라면 시행
ENG2006,연극의이해,2025 학년도,1학기,1,조회,['금'],10:30,13:15,J102,3.0,신도현,38,O,,,,,,"[1, 2, 3, 4]",
ENG2101,영문학작문,2025 학년도,1학기,1,조회,"['화', '목']",10:30,11:45,J219,3.0,"Disney, Daniel James Philip",15,O,,,,,,[1],"""1학년 전용 수업 (2-4학년 수강 불가)
"""
ENG2103,작문과수사학,2025 학년도,1학기,1,조회,"['화', '목']",10:30,11:45,J106,3.0,채서영,18,,,,,,,"[1, 2, 3, 4]",
ENG3001,초서와 근대 이전 영문학,2025 학년도,1학기,1,조회,"['화', '목']",12:00,13:15,J217,3.0,김태원,46,,,,,,,"[2, 3, 4]","""과목명 변경 예정: 초서와 근대 이전 영문학 “Chaucer and Pre-Modern English Literature”
"""
ENG3105,최근영국문학,2025 학년도,1학기,1,조회,"['월', '수']",12:00,13:15,J313,3.0,김영주,28,,,,,,,"[2, 3, 4]","""선수 과목: 영문학개론, 영문학작문
"""
ENG3201,신화와문학,2025 학년도,1학기,1,조회,"['화', '목']",16:30,17:45,J207,3.0,김태원,39,,,,,,,"[2, 3, 4]",
ENG3209,공상과학문학,2025 학년도,1학기,1,조회,"['화', '목']",13:30,14:45,J327,3.0,황은주,26,,,,,,,"[2, 3, 4]","""Speculative Fiction
"""
ENG3214,영어권아동/청소년문학,2025 학년도,1학기,1,조회,"['수', '금']",13:30,14:45,J215,3.0,장기윤,30,,,,,,,"[2, 3, 4]",
ENG3233,법과 문학,2025 학년도,1학기,1,조회,['월'],13:30,16:15,J309,3.0,김준형,54,,,,,,,"[2, 3, 4]",
ENG3304,영어음운론,2025 학년도,1학기,1,조회,"['월', '수']",12:00,13:15,J317,3.0,정인기,15,O,,,,,,"[2, 3, 4]",
ENG3307,영어의미론,2025 학년도,1학기,1,조회,"['화', '목']",15:00,16:15,J107,3.0,Barrie Michael Jonathan Mathew,26,O,,,,,,"[2, 3, 4]",
ENG3407,대화분석,2025 학년도,1학기,1,조회,"['월', '수']",10:30,11:45,J128,3.0,이요안,15,,,,,,,"[2, 3, 4]",
ENG3410,영문창작,2025 학년도,1학기,1,조회,"['화', '목']",15:00,16:15,J313,3.0,"Disney, Daniel James Philip",21,O,,,,,,"[2, 3, 4]","""Creative Writing (Poetry)
"""
ENG3412,영어연설과원고작성법,2025 학년도,1학기,1,조회,"['화', '목']",13:30,14:45,J313,3.0,채서영,5,,,,,,,"[1, 2, 3, 4]","""수강인원 수는 외국인 학생을 포함한 수
"""
ENGG003,왕정복고및18세기영문학프로세미나,2025 학년도,1학기,1,조회,['화'],15:00,17:45,J109,3.0,김치헌,2,O,,,,,,"[2, 3, 4]","""학석사연계과정
수강인원 제한 없음
"""
ENGG005,20세기영국문학프로세미나,2025 학년도,1학기,1,조회,['금'],15:00,18:00,J614,3.0,신도현,3,O,,,,,,"[2, 3, 4]","""학석사연계 과정
선수 과목: 영문학개론, 영문학작문
"""
ENGG231,제2언어습득론입문:이론과적용,2025 학년도,1학기,1,조회,['월'],14:00,16:45,J602,3.0,박은성,5,O,,,,,,"[3, 4]",학석사 연계과목
ENGG235,언어조사 및 실험연구 방법론(캡스톤디자인),2025 학년도,1학기,1,조회,"['화', '목']",09:00,10:15,J616,3.0,Barrie Michael Jonathan Mathew,2,O,,,,,,"[2, 3, 4]",힉삭사연계과정
ENGG236,세계화 시대의 언어: 최근 동향과 이슈,2025 학년도,1학기,1,조회,['목'],14:00,16:45,J616,3.0,박은성,1,O,,,,,,"[3, 4]",
ENGG284,글쓰기문법과논리적사고,2025 학년도,1학기,1,조회,['화'],14:00,17:00,J321,3.0,유원호,2,O,,,,,,"[1, 2, 3, 4]","""학석사연계과목 / 학점교환 개설여부: O
"""
ETS2001,현대세계와윤리문제,2025 학년도,1학기,1,조회,"['화', '목']",10:30,11:45,K503,3.0,이임찬,70,,,,,,,"[1, 2, 3, 4]",
